	Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sun Mar  9 10:59:19 2025

	Auto Mode
	Command line used: iozone -a -b -f /shared/test
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
"1024"   7269678  8262639  15516181  21713061  17688906  26219889  27744245  28292530  20869039 
"2048"   7419150  11835033  17791701  16001943  18284015  22736381  17501701  19893055  18763275  24416701 
"4096"   7408930  10166771  13561566  18862276  18966395  21890602  24690613  24101756  24237769  23702723  27148727 
"8192"   8192973  11222050  14920815  18706245  18405631  6827153  19327049  16285735  16512708  17241890  15967862  10967720 
"16384"   7728405  9863842  11830224  13320811  14665455  14257727  10908189  17371802  18598941  18262828  14172454  5754529  4855880 
"32768"   0  0  0  0  19727685  18182628  20831009  18702216  22214848  13363300  9495046  4502385  4388944 
"65536"   0  0  0  0  16603112  16416692  19360590  16253610  19291294  15489739  10110709  4557462  4194316 
"131072"   0  0  0  0  16926080  22529308  22010653  24927934  26506000  22378904  12762815  4821835  4312696 
"262144"   0  0  0  0  18116311  22319305  23198990  27312440  27067029  26632355  19041534  4629078  4366159 
"524288"   0  0  0  0  737708  2662372  1935099  4751698  5713695  4723142  3451945  3164495  2804415 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  15972885  22737791  15972885  20962191 
"128"   8414153  12842051  21643049  25804035  21643049  18637664 
"256"   9518507  13454450  18259146  23441229  19955913  7518900  19955913 
"512"   9304292  14240069  17630404  22183443  23391616  21303197  3556580  18385093 
"1024"   9220512  11741116  18689559  22276143  20471166  21388672  14044758  19719260  17331995 
"2048"   9268323  12635867  14040298  19893055  22736381  20658530  20658530  20909969  15623582  16244028 
"4096"   8108279  12569357  17131802  21453230  20287852  21453230  20192470  17356809  18516667  18378010  16846218 
"8192"   8350269  12802617  16512708  21626142  12065338  20369707  21901844  19591530  19978849  18200887  16186002  10076743 
"16384"   8187902  11951617  15981995  20508344  20508344  21276659  21963484  22473460  23471324  21789381  17371802  10923795  6152253 
"32768"   0  0  0  0  19514801  21002908  22168267  19298329  22598379  20569133  19922137  13534375  9204442 
"65536"   0  0  0  0  21167566  22522104  22087762  19895901  21644260  20466226  20627488  18768370  9160824 
"131072"   0  0  0  0  21325883  21892325  23137086  22533002  23347362  22567226  21940379  19513012  11533063 
"262144"   0  0  0  0  21922358  21556174  22622390  22852785  23037611  22777040  22820532  20206854  12568029 
"524288"   0  0  0  0  22360566  21559515  19119147  23295279  22178124  23252173  22423726  21446812  14349834 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   10821524  22737791  30484297  34389688  34389688 
"128"   9977956  18012359  31945770  45475583  41924383  5325799 
"256"   9868433  14953435  25684103  31762157  31762157  29173251  28401588 
"512"   9638369  15471149  15471149  32145217  34192498  26908901  29906870  29906870 
"1024"   9485232  11903823  21388672  26219889  24854315  27045423  27744245  27566176  24854315 
"2048"   8940345  12118884  21115571  20708333  22796721  26610232  27637635  27286464  25278959  27373418 
"4096"   8209013  12958059  16912554  18718416  21007275  26768022  29078712  25271734  29681582  28452645  29888133 
"8192"   6884607  13657548  12879400  21721845  18829258  21225362  24371967  26252742  23947311  24758320  16994579  11636301 
"16384"   5580685  10822295  12572616  16960210  18370234  18429353  10176433  22291212  28445779  27217728  24164617  7980609  4898106 
"32768"   0  0  0  0  20556827  20480246  21018968  19945266  25186704  28972298  22819755  8208346  4451059 
"65536"   0  0  0  0  15166676  16023376  19721749  19805587  19888703  16396128  25649238  9024283  4605183 
"131072"   0  0  0  0  15123205  23988152  22524693  24670642  27916581  22692983  19120740  15258785  5142720 
"262144"   0  0  0  0  17718396  22382460  23851195  25147900  25804192  25791481  23646527  6650212  5694567 
"524288"   0  0  0  0  1642635  1589922  2427261  3222919  3604419  3018787  2871286  4370409  2677559 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  15972885  15972885  10402178  20962191 
"128"   8548124  12842051  18012359  21643049  10779307  18637664 
"256"   9868433  10651598  15164624  16072608  18575017  9778562  18259146 
"512"   9468384  11943357  12499490  14628067  15037801  16543832  10235583  15037801 
"1024"   8457895  8750850  12639479  13305116  12639479  14422045  15977962  5885083  16219316 
"2048"   8749118  10607402  10607402  10945301  14226322  11517657  14417342  16367837  6498636  17501701 
"4096"   8340529  10923071  11866142  12532680  13086376  13702178  13518879  14072566  15999048  8497289  16256412 
"8192"   8496881  10981742  9728660  12797849  12302946  10612044  11363077  11538609  9276873  12224159  7578564  12937594 
"16384"   7724930  8780015  10310799  10779854  10930746  10672705  10220324  11563473  10995458  11916384  13180291  8187902  9751862 
"32768"   0  0  0  0  11055429  10082226  11018205  10249902  9905648  8096643  10135761  10002248  6745203 
"65536"   0  0  0  0  9838570  9268315  10187528  9960136  10476006  9911651  10520915  8953151  9981112 
"131072"   0  0  0  0  4830520  4603864  6277700  5825671  5648961  6256125  5774575  5542183  6021830 
"262144"   0  0  0  0  3124333  4558793  4511783  4163463  4642584  4447254  4228129  4062548  4268823 
"524288"   0  0  0  0  2884396  2590368  2913004  2990119  2965546  2315495  2186418  2666394  2068098 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   10402178  12902017  15972885  34389688  22737791 
"128"   9977956  14200794  15881078  18637664  25804035  16365173 
"256"   5217259  11207494  14164395  9434868  6073004  28401588  15835569 
"512"   9304292  12146009  8992598  14240069  12797441  17776344  24457224  18229030 
"1024"   6733974  7113161  11132462  12828238  11773301  14230902  16789959  16219316  15080341 
"2048"   7582884  6823876  11260973  11706006  13836752  10084382  13404897  15510737  22264924  16525279 
"4096"   6967243  9348033  10779149  11539362  11042425  9943171  13790167  14366773  16996213  23540333  15999048 
"8192"   8030217  9427042  11295836  10556617  10003400  8257953  8952964  11127558  9928248  10999319  12133508  10175219 
"16384"   7754568  9062539  9912217  8479901  8938763  9051796  9210731  10132917  9459231  11677441  13266805  16872760  10132917 
"32768"   0  0  0  0  9866537  9380982  10452580  8830110  10085185  9397017  8992456  9354166  12029872 
"65536"   0  0  0  0  9260509  8701199  9359519  8403275  9641859  8422586  9600774  7931426  9192993 
"131072"   0  0  0  0  5779736  4545246  5022674  5031546  6564812  6140615  5715204  5168879  6290990 
"262144"   0  0  0  0  4150340  4565058  4796170  4533960  4415127  4997125  4379725  3824577  4217652 
"524288"   0  0  0  0  1484162  1683680  1900689  2692137  2132266  1836570  1962581  3109875  2425395 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   10821524  15972885  34389688  55857768  64000000 
"128"   15881078  18012359  24620673  31945770  31945770  31945770 
"256"   13454450  21134280  25684103  28401588  28401588  25084087  25684103 
"512"   11620224  20490142  20490142  26908901  25624554  28328790  26908901  26908901 
"1024"   11249091  12639479  21388672  23240448  20869039  24430194  22748081  23886714  21823389 
"2048"   9101380  14417342  20658530  23546602  22498183  20461691  21325256  22264924  24074544  10673302 
"4096"   10184853  15635038  15807673  20263922  9202815  22144551  25308964  25123904  16522191  12299398  28080596 
"8192"   11573589  16886004  20478973  22697588  16787005  20225820  13957128  16347723  16787005  16355505  13979843  12860118 
"16384"   10871948  15031145  16535777  17451210  15018005  13780259  16124497  15860271  18598941  18262828  11846540  5849558  4873443 
"32768"   0  0  0  0  19884666  17533149  18766056  19017939  22290509  14740649  10462128  4824483  4451492 
"65536"   0  0  0  0  15906544  15787776  18973053  17920424  20811777  15551962  10141671  4879881  4373150 
"131072"   0  0  0  0  19039949  23613108  22321659  24540692  26094592  23728275  11016310  4694883  4370814 
"262144"   0  0  0  0  21548992  24632951  27125793  27547841  28136473  27704714  17663460  4703817  4435610 
"524288"   0  0  0  0  1231338  737063  615334  1004111  1570086  2453487  2237497  2014809  2513678 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   15972885  20962191  34389688  64000000  64000000 
"128"   14200794  25804035  31945770  45475583  41924383  45475583 
"256"   13454450  21134280  29173251  31762157  31762157  31762157  36024719 
"512"   14240069  22414989  20490142  28328790  28707488  32145217  28707488  34192498 
"1024"   6599461  20471166  15743686  21282686  26380939  28480139  28480139  32098538  32098538 
"2048"   12416686  19139540  23807646  27373418  29236787  26610232  28844090  26204348  28367810  29236787 
"4096"   12919082  18358372  20384139  27496338  19706075  27105892  26935898  23670066  24101756  20263922  28834684 
"8192"   12048414  18210533  18415496  26952921  22757722  18615035  21901844  16449466  21612539  19828962  13407078  15367944 
"16384"   9620796  16619759  11107424  20404822  19342312  18166271  19010558  22407509  20612921  18812792  17172117  5423449  4667870 
"32768"   0  0  0  0  21774902  21730146  24953486  20674333  23060978  18628703  9550469  6720466  4801225 
"65536"   0  0  0  0  19858529  18849452  21126893  20059972  21664731  17857557  14993771  5374818  4647933 
"131072"   0  0  0  0  20660672  25716194  23801213  26042675  28291545  27175536  22575566  5678309  4483564 
"262144"   0  0  0  0  21748904  25955258  27286683  28608674  29420885  29349420  27751565  5004176  4542745 
"524288"   0  0  0  0  483403  2669683  3078597  1348192  1533517  3653094  4199776  3037380  2192059 
