Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sun Mar  9 10:35:16 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
           65536    4096   6624552  10184508   7813069  13249806  12078401  11581215   5093745   19727410   25499337  10054863   8999759   6741035  13630215
           65536    8192   5632189   8874241   4686126   5855591   5303164   8802626   4403767   15727254    6218421   8281998   7870338   4464564   5397509
           65536   16384   3683663   7697331   4354583   4652890   4535354   8667725   4207477    9165711    4549918   9111026   8632068   4315817   4546081
          131072      64   2281619   5095530  18066359  19986900  14904668   4797304  15924424   21004848   15728967   5667480   5951554  17546253  20168008
          131072     128   4075380   6122833  18398908  20192453  16662899   5187461  18280828   21665419   16886567   5082105   5381700  18773373  19977459
          131072     256   4158522   6332876  18419251  20628112  17264678   5441359  18492361   21672252   18249879   4896563   4819383  18913526  20631208
          131072     512   4060120   6954109  18499828  19874183  17964816   5737452  18409382   22095579   18277789   5600620   5472777  17932586  19137380
          131072    1024   4130868   6025460  18957224  19802595  19090198   5653550  18531632   22283658   18974235   5600677   4873082  18461311  19968026
          131072    2048   4178243   6626533  16980451  19170747  18826734   5827523  13789813   22151668   18214808   5097089   5944282  14443007  18697393
          131072    4096   3993901   6544103  13074542  18357131  19636376   6501538  10054643   21494310   15755563   5519037   5663860  10849557  18476202
          131072    8192   3470816   5321635   4919391   5409714   5240370   4689356   4687837   16466259   12466455   5271575   5057979   4590946   5310223
          131072   16384   2913357   4712793   4371544   4448553   4580542   5455669   4335654   10302035    5040264   5770272   5718652   4330668   4420189
          262144      64   1927656   3676733  20782045  21485828  15423991   3057785  17995926   21471563   16895079   3467136   3733615  20597509  21198753
          262144     128   3148119   4276694  23578071  25525039  20754193   3729891  21262294   21515259   21591733   4017408   4364980  24467952  25602901
          262144     256   2788318   4598623  25135827  24939698  23135044   4328158  23461851   22170341   22809170   4153821   3774462  23049202  26659476
          262144     512   2731917   4414684  25397097  25895962  25680640   3558499  24756635   21217571   23721521   4308670   4767906  25018009  27165334
          262144    1024   2623777   4380161  26591776  25465330  25487762   3846466  24961213   22916611   23706177   4217668   4486542  25627368  27103727
          262144    2048   2916044   4316553  24864124  27481053  25092231   3793907  23964523   22159618   23881242   4410522   4206341  21065537  26675646
          262144    4096   3116425   3556324  15057099  16941939  21174666   4081277  13786840   21840057   20473625   4149823   3847300  14382890  24067337
          262144    8192   2124328   3500004   4725854   5087015   5150472   4095552   4739788   17591396    6386278   4240784   4158298   4661005   5172035
          262144   16384   2309598   4066319   4365223   4558471   4367252   3485812   4349285   11205693    5475824   4184394   3978810   4299555   4477644
          524288      64   1714866   2429745    205350    676560    605680   1818487    639161   19690781     810587   2580553   1851248    461651    645645
          524288     128   1836963   1358150    361800    642139   1024086   2275576    546729   18924011     878572   1321214   1398220    443835    677395
          524288     256   1899051   2955633    550782    863849   1531111   2880924   1129193   15186645    1482932   2850012   2468120    521309    826272
          524288     512   1929450   2254992    537929    595162   2036987   3145421   1396038   20586095    1910420   2186901    779762    515029    713989
          524288    1024   1774853   2841578    911133   1419776   2502388   2693782   1313488   19933529    2619709   2725770   2062866   1211834   1180363
          524288    2048   1897732   2308763   1578515   1236694   1871026   2140160    942291   19578406    1665104   1225708   1798796   1254977   1028622
          524288    4096   1660463    969535   1253311   1345677   1825559   2281447   1781510   20578774    1951433   1853177   1761867   1312403   1320036
          524288    8192   1580118   1801503   1439101   1511477   2068981   1961664   1968114   14697898    2061381   1745008   1805835   1256294   1226811
          524288   16384   1393541   1507055   1371688   1517432   1963882   1731322   1485457   11102656    2204141   1779292   1628749   1431729   1578719

iozone test complete.
Timer resolution is poor. Some small transfers may have 
reported inaccurate results. Sizes 64 kBytes and below.
Excel output is below:

"Writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   710511  4274062  3363612  5283570  4274062 
"128"   2621367  4934216  5122535  4557257  6406138  6406138 
"256"   3605511  4652146  6249745  5810112  5569035  5971678  6107548 
"512"   3431550  5164632  4375425  5684095  5684095  5067142  7115451  5822804 
"1024"   3646583  4287225  5194651  6093831  5758828  4741598  6172653  5564829  6317933 
"2048"   3929871  4259178  5804771  5640860  5403134  6284678  6149699  6464402  5403134  5689430 
"4096"   2023588  5231694  5869835  6782940  7061751  6302675  6565206  6520355  6311938  5988509  2663212 
"8192"   3127933  6351381  6370221  6709830  6759994  6307078  6548696  6959913  6741425  6720329  5494212  3348965 
"16384"   3135040  6206148  6470269  6801345  6540472  6731392  6901759  6690106  5254664  6437538  6028127  5156872  2411141 
"32768"   0  0  0  0  2019711  7163948  7064887  6578605  7087841  6905853  6658604  4464941  4106233 
"65536"   0  0  0  0  2350733  6882649  6866659  6876794  6770257  6932117  6624552  5632189  3683663 
"131072"   0  0  0  0  2281619  4075380  4158522  4060120  4130868  4178243  3993901  3470816  2913357 
"262144"   0  0  0  0  1927656  3148119  2788318  2731917  2623777  2916044  3116425  2124328  2309598 
"524288"   0  0  0  0  1714866  1836963  1899051  1929450  1774853  1897732  1660463  1580118  1393541 

"Re-writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   6421025  10402178  10821524  10821524  20962191 
"128"   4889281  12542043  12842051  15881078  15881078  15881078 
"256"   8534922  11569783  14953435  15164624  15835569  15164624  17096249 
"512"   7022379  10485468  13109944  13438092  15471149  14628067  15583417  15037801 
"1024"   8474583  9743447  8391792  13514444  14820161  15516181  15801608  15977962  14618393 
"2048"   5626082  7817519  8634786  10037248  12118884  12805399  14040298  15623582  14638464  13198923 
"4096"   6542703  8811067  10263956  11252164  10779149  11447097  11973655  11940367  11378861  12414943  10923071 
"8192"   6095604  9121717  9695717  9823226  6821731  11041736  10026754  5681356  10393756  9592853  8248041  8934340 
"16384"   7320858  7585093  7606082  9649164  9153070  7820757  8669252  9334595  9930839  10448761  10428149  9297968  8934115 
"32768"   0  0  0  0  11011143  10646090  10362735  9193975  9615280  9391880  8916035  8112893  7373411 
"65536"   0  0  0  0  9943202  8421554  10387722  9710321  9495310  9887763  10184508  8874241  7697331 
"131072"   0  0  0  0  5095530  6122833  6332876  6954109  6025460  6626533  6544103  5321635  4712793 
"262144"   0  0  0  0  3676733  4276694  4598623  4414684  4380161  4316553  3556324  3500004  4066319 
"524288"   0  0  0  0  2429745  1358150  2955633  2254992  2841578  2308763  969535  1801503  1507055 

"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4274062  20962191  20962191  30484297  34389688 
"128"   11720614  18012359  21643049  31945770  31945770  31945770 
"256"   12812277  18259146  25684103  31762157  7965107  29173251  32730347 
"512"   10434519  6104175  11374040  25624554  11620224  30329249  26908901  34192498 
"1024"   11018226  16219316  11489839  20471166  25594883  26876184  24998980  27566176  26876184 
"2048"   7082696  12118884  13467949  14109484  21539147  17791701  21593292  25278959  26284531  28844090 
"4096"   8962759  12049235  12379160  16929220  13924290  17498237  18202760  16522191  17516078  18779801  15564215 
"8192"   9775714  13277557  12783564  12981586  14811472  12922997  14222889  14728932  9052027  13565880  11616631  7683638 
"16384"   9282896  11618213  13032810  13827397  9728392  10915120  13127416  14907239  10894355  13584130  11793679  5010239  4755737 
"32768"   0  0  0  0  16657640  16063823  15869072  12885941  13738666  11100073  6709312  5108911  4388944 
"65536"   0  0  0  0  15540531  14371344  16343485  15629780  14743658  11401556  7813069  4686126  4354583 
"131072"   0  0  0  0  18066359  18398908  18419251  18499828  18957224  16980451  13074542  4919391  4371544 
"262144"   0  0  0  0  20782045  23578071  25135827  25397097  26591776  24864124  15057099  4725854  4365223 
"524288"   0  0  0  0  205350  361800  550782  537929  911133  1578515  1253311  1439101  1371688 

"Re-Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   12310336  20962191  55857768  34389688  55857768 
"128"   12842051  20804356  25804035  41924383  31945770  31945770 
"256"   6249745  21558614  7735574  36024719  18259146  31762157  31762157 
"512"   3913012  14146265  21303197  23391616  26908901  23139567  31671139  25624554 
"1024"   6559147  15516181  14422045  21823389  22276143  9064828  23754601  8122014  30075602 
"2048"   7582884  10240672  18804350  20268568  21539147  13301113  12959958  11706006  24984852  31487372 
"4096"   8695120  11470025  20678564  22116044  14038069  21560926  24101756  17131802  23412013  24549484  23670066 
"8192"   11178240  13190902  14100319  14146762  14628599  17505420  16193630  14972831  14401733  13581967  14077211  10981742 
"16384"   10057285  12869284  14308194  14975460  15937517  15453672  14975460  14550561  13835748  16075462  13551983  7092667  5173566 
"32768"   0  0  0  0  19727685  19377233  17654769  17838081  16769425  14473648  9448699  6079538  4729846 
"65536"   0  0  0  0  19040078  15837807  20073156  18564294  18285203  16363917  13249806  5855591  4652890 
"131072"   0  0  0  0  19986900  20192453  20628112  19874183  19802595  19170747  18357131  5409714  4448553 
"262144"   0  0  0  0  21485828  25525039  24939698  25895962  25465330  27481053  16941939  5087015  4558471 
"524288"   0  0  0  0  676560  642139  863849  595162  1419776  1236694  1345677  1511477  1517432 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  12902017  20962191  30484297  64000000 
"128"   9795896  14200794  25804035  31945770  31945770  31945770 
"256"   8534922  14953435  18259146  31762157  28401588  31762157  31762157 
"512"   8109658  5079126  16543832  20490142  20490142  26908901  10485468  29906870 
"1024"   8122014  13102174  8822754  22869206  24430194  20088179  20471166  30075602  30942298 
"2048"   8097557  14840791  20658530  22979678  13836752  25656476  25580074  10037248  27286464  30590314 
"4096"   8552280  13207098  19221033  23540333  24237769  21560926  26116935  25919917  26935898  21453230  25764430 
"8192"   7008178  12879400  12065338  18200887  14628599  16927599  21735586  22563442  18655463  14972831  13085407  8971666 
"16384"   5961710  8055449  11897816  12709810  12669973  14814045  15214175  15937517  16350857  15370714  12526779  7265132  5072369 
"32768"   0  0  0  0  16581273  18022876  17477409  16796067  16847539  8278554  10288266  5103220  4635564 
"65536"   0  0  0  0  13534912  13112023  16925139  16654416  17503903  15829598  12078401  5303164  4535354 
"131072"   0  0  0  0  14904668  16662899  17264678  17964816  19090198  18826734  19636376  5240370  4580542 
"262144"   0  0  0  0  15423991  20754193  23135044  25680640  25487762  25092231  21174666  5150472  4367252 
"524288"   0  0  0  0  605680  1024086  1531111  2036987  2502388  1871026  1825559  2068981  1963882 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5283570  7940539  12902017  12902017  20962191 
"128"   6812590  9129573  14586625  12842051  15881078  18637664 
"256"   7120034  10148242  9868433  6398720  14164395  18259146  16072608 
"512"   6999490  9145790  12215097  14240069  14628067  15143846  12797441  14628067 
"1024"   7113161  8914314  12313351  13818817  14422045  13863422  12313351  16789959  16280798 
"2048"   6503556  10289741  11502234  13836752  14226322  14713687  14738933  15262700  13467949  14321195 
"4096"   5431844  6608135  11378861  12643359  14787213  13518879  14072566  14072566  14224033  14271297  9394037 
"8192"   6532510  7922821  9671156  9523721  12116393  10967720  9823226  10238893  13344594  12378293  12133508  10894690 
"16384"   5331717  7230732  8737593  9552590  9758786  9066126  11009550  11425053  12163157  12217217  12300316  10176433  9122693 
"32768"   0  0  0  0  10754385  10129784  11118931  9801801  10313744  10422459  10147735  9071994  8066705 
"65536"   0  0  0  0  9684321  9382521  11001362  10590636  10794847  10327231  11581215  8802626  8667725 
"131072"   0  0  0  0  4797304  5187461  5441359  5737452  5653550  5827523  6501538  4689356  5455669 
"262144"   0  0  0  0  3057785  3729891  4328158  3558499  3846466  3793907  4081277  4095552  3485812 
"524288"   0  0  0  0  1818487  2275576  2880924  3145421  2693782  2140160  2281447  1961664  1731322 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4897948  10821524  15972885  20962191  30484297 
"128"   7917784  12842051  14200794  15881078  18012359  21643049 
"256"   4332998  12661199  19591792  16072608  25684103  19591792  23441229 
"512"   5214798  8234036  16543832  21303197  24181823  23139567  21303197  21303197 
"1024"   4614246  10329265  14183905  21823389  22276143  23240448  22748081  7524394  10158253 
"2048"   7343043  6917293  9752360  10289741  21539147  16525279  21115571  17501701  11058022  16244028 
"4096"   5581856  8209013  12880338  15635038  13879294  14524675  13615304  14427096  16380411  13561566  15452222 
"8192"   4253071  9692982  12432038  14548080  11857157  16005052  10569606  8819674  8605412  10939784  6439465  7915520 
"16384"   5527714  8493527  9356200  10026469  10793399  11914318  12526779  12881345  12818871  10515917  6951327  5464853  4560077 
"32768"   0  0  0  0  16319416  14674546  15406562  16061946  13347727  11728068  6850776  4401313  4336597 
"65536"   0  0  0  0  15577520  14418837  16412771  14827163  15316258  10251357  5093745  4403767  4207477 
"131072"   0  0  0  0  15924424  18280828  18492361  18409382  18531632  13789813  10054643  4687837  4335654 
"262144"   0  0  0  0  17995926  21262294  23461851  24756635  24961213  23964523  13786840  4739788  4349285 
"524288"   0  0  0  0  639161  546729  1129193  1396038  1313488  942291  1781510  1968114  1485457 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5283570  12902017  15972885  725882  20962191 
"128"   7917784  14200794  16365173  15881078  15881078  15881078 
"256"   8208677  12812277  19591792  23441229  23441229  17096249  19591792 
"512"   8665997  12499490  18229030  19736867  21303197  19736867  16049269  14628067 
"1024"   9142007  13305116  17985196  21282686  22748081  20869039  20869039  19629138  16789959 
"2048"   8820994  12959958  16653431  22264924  21115571  20510548  12710657  17681831  18970464  10289741 
"4096"   7421732  13647752  13046624  21346604  15706509  18966395  20905025  22881911  13207098  19394624  15165768 
"8192"   7676771  11363077  14371614  22084851  21225362  18124082  18405631  21160006  17172951  16819875  13001235  10291026 
"16384"   7623802  11769440  15044308  18104055  20557424  20459497  24130676  20768664  18787076  19529204  17526876  11899876  8463192 
"32768"   0  0  0  0  19727685  18618608  21630965  20052939  20328783  20714842  18235703  12070018  8361149 
"65536"   0  0  0  0  20972150  19264254  21895982  21743563  17964930  20905161  19727410  15727254  9165711 
"131072"   0  0  0  0  21004848  21665419  21672252  22095579  22283658  22151668  21494310  16466259  10302035 
"262144"   0  0  0  0  21471563  21515259  22170341  21217571  22916611  22159618  21840057  17591396  11205693 
"524288"   0  0  0  0  19690781  18924011  15186645  20586095  19933529  19578406  20578774  14697898  11102656 
