	Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sun Mar  9 10:32:48 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
"32768"   0  0  0  0  16294264  17486304  9539200  17720783  17255782  14340749  12962507  5688744  4404275 
"65536"   0  0  0  0  13852076  14234409  16587082  14993771  17892428  15408985  12810159  5552549  4622375 
"131072"   0  0  0  0  14037702  15889444  17200937  16797820  18541632  18424189  10332045  5193244  4635971 
"262144"   0  0  0  0  15222408  18493544  21026863  22058700  18403776  20864466  9531150  4898064  3647932 
"524288"   0  0  0  0  441844  797887  1095983  1550945  1812688  1629893  1950708  2095819  2119551 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  12902017  15972885  15972885  20962191 
"128"   7582312  8036304  14200794  14200794  18012359  21643049 
"256"   6107548  11695808  14353744  15164624  17096249  18259146  18259146 
"512"   5951911  11080601  14240069  16543832  17069844  16543832  17069844  18229030 
"1024"   7755368  10689164  13643232  16037624  16789959  14618393  14422045  17331995  17688906 
"2048"   7059413  10192069  13467949  15289867  16001943  14202800  14226322  14441580  17084004  16653431 
"4096"   6178018  9823772  13476460  15452222  15866068  15341830  16506317  14838300  16585996  16780400  16458876 
"8192"   6901200  8291831  10278712  11348065  13065504  15031784  12450057  15457823  13816816  14199379  10836280  10447482 
"16384"   5355819  7713657  8106765  9995842  10583941  10667735  11637889  10944673  10793399  10469456  11440269  10930746  9026826 
"32768"   0  0  0  0  10614845  10107436  4007339  10778844  10304465  9014869  9914223  7971262  6742225 
"65536"   0  0  0  0  8457311  9521293  10482398  9663213  10803757  10314056  10748836  9712037  8630984 
"131072"   0  0  0  0  4234401  5696549  6189354  6800474  7049886  6415650  6899216  5269201  5181545 
"262144"   0  0  0  0  3276228  3898980  4406810  3912994  3460600  3673490  3708780  4150090  2043083 
"524288"   0  0  0  0  1977139  2354730  2555729  2744460  2831294  2817300  2772030  2497797  2072831 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  12902017  15972885  30484297  30484297 
"128"   9129573  15881078  21643049  25804035  25804035  31945770 
"256"   9434868  15164624  19955913  25084087  28401588  23441229  28401588 
"512"   9304292  15037801  18385093  23391616  24457224  18385093  29906870  28328790 
"1024"   9045736  10039528  20471166  25594883  22748081  21823389  25594883  18291580  26219889 
"2048"   6321679  11320334  17501701  20708333  23228237  19311656  20079056  20658530  26944106  24074544 
"4096"   6908408  6131713  15564215  19774121  14118827  18202760  23540333  21007275  20168765  25271734  21918530 
"8192"   7193036  9603578  14123502  15576956  18162403  19143987  18880992  18124082  16520648  10721317  11269901  6831225 
"16384"   6728097  7631422  9935146  11130813  11830224  14320120  13406570  9017350  11321528  13331147  7617042  4659956  4786543 
"32768"   0  0  0  0  13541042  12626679  13473342  13358105  15553012  9094806  8730825  4935005  4058459 
"65536"   0  0  0  0  14592596  14422619  17274006  15114138  14837568  13120159  9758237  4471609  4152058 
"131072"   0  0  0  0  15953537  17239774  16722709  16836403  17631225  17162810  12985292  4638553  4317268 
"262144"   0  0  0  0  17384461  19153984  21834419  21538439  14683490  18214448  7625552  4494832  3671233 
"524288"   0  0  0  0  278947  529355  959989  1216493  1333615  1592815  1527129  1572483  1322210 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   8182586  12310336  12902017  20962191  22737791 
"128"   9129573  14200794  20804356  21643049  25804035  18012359 
"256"   9518507  14164395  19955913  22940409  1996523  21134280  18259146 
"512"   9304292  14240069  18229030  22183443  23139567  15471149  20490142  18229030 
"1024"   9220512  12983353  18291580  22748081  19719260  21713061  21388672  20088179  17056672 
"2048"   7999524  13301113  17791701  22498183  23228237  23041317  22736381  22264924  20268568  17501701 
"4096"   8272256  13969580  17286949  22881911  22521946  22144551  23128348  21779595  19504720  18800352  15999048 
"8192"   9023500  13565880  13150514  21397195  22757722  22445525  22256517  22622866  23140898  19886343  14653554  11329356 
"16384"   7727536  13084923  17924611  22140392  20787512  21197901  22197606  17341116  19005301  18042263  15526998  12602590  9245428 
"32768"   0  0  0  0  20584536  22553878  18853582  20188436  22428738  15413474  20289769  13895627  8141247 
"65536"   0  0  0  0  20195564  21445004  22036410  22762697  21593252  21999374  17295744  17425121  8734655 
"131072"   0  0  0  0  19974555  21306047  21604118  22371618  22306262  22374350  20598741  19045886  10894493 
"262144"   0  0  0  0  22075086  22065783  22511690  22852785  23003391  21328285  21183233  17972393  11761645 
"524288"   0  0  0  0  21529542  21812719  22432419  22427385  8948401  20990896  21741981  19986613  12212873 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   10821524  15972885  30484297  30484297  64000000 
"128"   9795896  18012359  25804035  31945770  31945770  45475583 
"256"   9868433  15835569  25684103  31762157  31762157  32730347  32730347 
"512"   10044089  12499490  22183443  31671139  32145217  28328790  28328790  26908901 
"1024"   9569770  15801608  21823389  27744245  31166834  29256135  29256135  27744245  25594883 
"2048"   9149853  14321195  19355169  26944106  25278959  28844090  30590314  23041317  28844090  25278959 
"4096"   8770583  15165768  21007275  24797528  22610871  28452645  30799020  25572675  30799020  28034773  23285086 
"8192"   8315913  14199379  18655463  24098471  16961023  22141778  26701574  23814529  26598224  26680840  13789092  8054689 
"16384"   6624965  10026469  12672310  15170513  15326149  9198402  14920185  16335310  19207157  27812578  16839683  7922644  4837081 
"32768"   0  0  0  0  14178018  12660410  13974750  17109707  18735359  22535388  25719302  9128028  3750878 
"65536"   0  0  0  0  12715347  14356332  16718231  16942874  17142577  14637667  16118273  10973693  4536627 
"131072"   0  0  0  0  14273141  16435246  17271187  16762991  17786957  17935511  11663231  15203505  4883254 
"262144"   0  0  0  0  16027444  19233056  19261020  21848737  20540943  19850433  10188700  5746231  5491303 
"524288"   0  0  0  0  742534  783825  1210424  1638528  1517981  2469947  1824479  2406558  2280494 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   8182586  10402178  7940539  9006179  20962191 
"128"   9795896  12542043  18012359  11720614  9129573  18637664 
"256"   10245071  13454450  14164395  16072608  21558614  9192546  18259146 
"512"   9681823  12146009  13872122  14628067  17069844  16417355  8528336  18229030 
"1024"   8000971  9655828  13142265  14422045  14871477  15743686  17985196  7472033  17056672 
"2048"   8820994  11072275  12959958  13118295  14321195  12786337  12257227  15623582  7698414  16915790 
"4096"   8829180  11042425  12718238  12756011  14224033  14636041  14851127  13647752  15578328  13476460  17131802 
"8192"   7908233  11408351  13170677  12679779  12373836  13695655  14002632  12642455  10076743  13231539  7591960  9102385 
"16384"   7195149  8715430  9514235  9304262  10376187  9638337  10234023  9764332  8392905  10722665  11409877  9649164  8546342 
"32768"   0  0  0  0  9999337  9475408  7435641  9752419  9735149  7357228  9584436  9671439  7353685 
"65536"   0  0  0  0  8179720  8956651  10036140  9276135  9950761  9244625  9952202  8644827  9160824 
"131072"   0  0  0  0  6229329  4633119  5169073  4993612  4896999  5686650  4663460  4889682  5190351 
"262144"   0  0  0  0  2483033  3745443  4263956  4081837  2678653  4219967  3855908  3456216  2992374 
"524288"   0  0  0  0  2235111  2758468  2782503  2858774  2585909  2902051  2423580  2205596  1911486 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7940539  12902017  20962191  30484297  15972885 
"128"   9977956  9977956  14200794  18012359  31945770  18012359 
"256"   6936061  11695808  14353744  16072608  19591792  25684103  17096249 
"512"   9145790  8992598  7988981  13438092  15930214  18229030  25624554  15930214 
"1024"   8326715  11249091  12639479  12790037  14230902  14422045  16037624  24998980  16037624 
"2048"   7670915  9932791  10503637  12488897  13926483  12488897  15181774  14713687  24416701  13748169 
"4096"   4676314  9503161  11470025  11696488  12299398  10118866  12049235  13217259  16569998  22730536  5438722 
"8192"   7939297  9916786  11412140  10707952  9695717  11116757  10569606  10625170  11457807  11314434  13679297  10241945 
"16384"   6978151  7926299  8551659  6823632  6527426  8682395  8756521  8480948  8086731  10144884  10793399  15860271  8934115 
"32768"   0  0  0  0  9391880  9071994  9059436  9124998  8928778  7187550  8560078  8982465  11228850 
"65536"   0  0  0  0  7485413  8373070  9443443  8653808  9500561  8655171  9054603  7819515  8649179 
"131072"   0  0  0  0  5830861  5726217  4957900  5321223  5748791  5161502  4482942  4620270  4763138 
"262144"   0  0  0  0  4640056  4098238  4535044  3661989  2348140  3963592  3934136  3907710  3060031 
"524288"   0  0  0  0  1683470  2200099  2118609  2242714  2510862  2742348  2509347  2089337  1924600 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   10821524  20962191  30484297  34389688  30484297 
"128"   14200794  18012359  25804035  25804035  31945770  25804035 
"256"   12812277  21558614  28401588  29173251  32730347  28401588  28401588 
"512"   13109944  16543832  23391616  28328790  28328790  26908901  26908901  32145217 
"1024"   12639479  18689559  22748081  27566176  24854315  24430194  24854315  17331995  25594883 
"2048"   7529708  13660713  18804350  24984852  20909969  24984852  25656476  24984852  26284531  12710657 
"4096"   11570449  13258059  18862276  16929220  22116044  20803766  16119138  21453230  21453230  21533901  23670066 
"8192"   11943711  17434361  20273556  10190307  16894307  19006322  20131019  19591530  18085922  15340499  9638600  9812005 
"16384"   9193480  12476743  7972276  13758188  7236824  12971309  12700414  14013499  12254254  12891011  6869333  5744908  4335666 
"32768"   0  0  0  0  15163492  14551803  16450287  14934462  15693309  8887208  8147521  4793355  4089373 
"65536"   0  0  0  0  15945298  15438410  16331832  14753946  15376231  13493055  8207563  4317308  4336652 
"131072"   0  0  0  0  15594668  15801301  17789259  17035701  18227490  16459850  12233704  4692038  4256136 
"262144"   0  0  0  0  20075508  20581315  21949929  22019824  21896164  17364967  8533347  4644741  4010462 
"524288"   0  0  0  0  233387  481791  538003  655138  1284447  1770921  1546381  1624680  1708335 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   15972885  15972885  64000000  64000000  55857768 
"128"   15881078  21643049  31945770  41924383  41924383  25804035 
"256"   13454450  23441229  28401588  37275329  31762157  31762157  37275329 
"512"   14240069  19736867  28328790  26908901  25624554  22183443  32145217  32145217 
"1024"   14230902  19363647  26876184  30942298  31166834  30287692  32098538  32098538  30075602 
"2048"   12882215  20658530  26528052  31032362  25656476  29742954  30590314  14638464  27637635  26610232 
"4096"   13561566  19050521  20905025  28265396  29681582  24690613  27148727  22881911  27278046  23412013  30309979 
"8192"   12082308  19558075  23016885  24371967  22387028  18736847  24740493  26093248  21383878  14735249  14100319  12065338 
"16384"   11190628  14734635  16960210  16993763  15783772  16397676  15100507  15183921  15502478  13827397  10793399  6750568  5074242 
"32768"   0  0  0  0  18952376  15397932  19320031  17513042  18863933  8703732  12916216  5239600  4515402 
"65536"   0  0  0  0  18029739  16912643  18629720  17314265  17808964  16035528  12972176  4957327  4338158 
"131072"   0  0  0  0  19007035  19134716  18974235  18398908  18913526  18066359  15924424  5283887  4459017 
"262144"   0  0  0  0  20235117  21668325  22704138  22842815  17188515  20513733  4262502  4907399  4105752 
"524288"   0  0  0  0  682178  736744  893284  1298771  1128782  1598722  1411170  1456356  1076548
