Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sun Mar  9 10:38:52 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
"512"   12215097  19736867  24457224  26908901  28707488  24457224  26908901  28328790 
"1024"   12639479  17331995  24430194  9220512  10454984  29256135  27566176  29256135  30075602 
"2048"   8678404  17791701  20079056  23807646  13219235  22498183  22736381  12654482  25580074  23807646 
"4096"   7572208  15620822  20579482  17587806  22259318  15749706  26276719  21807241  24409960  23834258  26397846 
"8192"   9141131  11098803  12619239  7772279  15726679  16512708  14193513  14979358  17355106  15137744  10488942  11359320 
"16384"   7265900  12780725  13722472  14486149  15370714  13733442  14296287  14498374  16448701  14347028  12761737  7780028  4418461 
"32768"   0  0  0  0  18357489  17111837  15205432  17003867  17120363  13435147  10569945  6099775  4498701 
"65536"   0  0  0  0  17750313  16747770  18148780  16995252  17712568  16058948  12341967  5722116  3911916 
"131072"   0  0  0  0  19056449  18748404  17115256  17923232  18761840  10632997  14570090  5055048  4167759 
"262144"   0  0  0  0  19349148  22888464  23291379  23190671  22828586  21527896  18348494  4946676  4418995 
"524288"   0  0  0  0  675326  584750  852833  1101230  1184443  1567069  919808  877123  1661374 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7940539  15972885  20962191  34389688  64000000 
"128"   9795896  15881078  18012359  31945770  31945770  31945770 
"256"   9114515  14953435  21558614  28401588  31762157  25684103  25684103 
"512"   6228097  15037801  17069844  24457224  25624554  21303197  28328790  28328790 
"1024"   8610501  13305116  8822754  16280798  24292018  27566176  27744245  25594883  28480139 
"2048"   9752360  14040298  11966935  19847092  16949167  14539356  24984852  27286464  27637635  31487372 
"4096"   7418527  14673544  19242562  22760651  24833373  24977794  28034773  26236590  18779801  24237769  26935898 
"8192"   6192276  12316176  16961023  20638888  21776913  18162403  24234447  24992432  23203407  9460786  12014710  10501766 
"16384"   5708638  8747603  11729263  11385303  12280533  13758188  13894495  14538248  17031669  15679334  11571262  7239873  4999668 
"32768"   0  0  0  0  15761699  16246112  16837219  16761245  12482188  10536721  10439084  5832629  4389505 
"65536"   0  0  0  0  13172974  12752511  15761523  14739705  16375615  14400707  11751034  5007357  4082983 
"131072"   0  0  0  0  13949721  16042924  15409333  16784486  17200937  9610644  14058882  4901365  4289578 
"262144"   0  0  0  0  12682993  18340842  19339279  21672169  22015856  21671742  17124534  4742794  4343444 
"524288"   0  0  0  0  918474  1072654  1647419  2109794  2293423  2026413  3098831  1570919  2882729 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   1492919  10821524  9006179  12902017  15972885 
"128"   7476717  9795896  11720614  15881078  18637664  18012359 
"256"   6249745  10148242  13454450  13454450  17096249  13454450  16072608 
"512"   7022379  7115451  11877300  14240069  15037801  5384786  16543832  5278892 
"1024"   6479979  8662601  12173747  14871477  14668318  15743686  15516181  7941793  7420395 
"2048"   7013303  8830061  10834854  14713687  14944066  14613561  16653431  15154989  13138359  12882215 
"4096"   6916752  6714018  11841605  13217259  13561566  13350787  14072566  13935585  14636041  15273632  14072566 
"8192"   6229323  7832518  8291831  12280959  10064936  13496606  11314434  11408351  11088058  10764984  10356163  10836280 
"16384"   5320984  7407665  8747603  7884466  10057285  10170408  11145254  11465082  9942333  9822953  11016610  9047029  9277883 
"32768"   0  0  0  0  9947950  10843476  10814466  10646090  10195158  10011720  9796212  8756970  7711842 
"65536"   0  0  0  0  9358244  9362388  10645597  9849146  10872128  10354852  11140023  9192685  7446278 
"131072"   0  0  0  0  4097035  4938482  4487992  4776132  5797105  5475938  5090340  3748868  3221166 
"262144"   0  0  0  0  3520072  3717985  3820736  4360860  3627843  3318190  3820722  2996207  4036774 
"524288"   0  0  0  0  2145361  1480086  1686660  2107588  2617396  2290058  2989254  2245324  2776713 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4897948  9006179  15972885  15972885  22737791 
"128"   7082197  12542043  4012317  18012359  18637664  18012359 
"256"   7735574  14164395  21134280  1334162  23441229  28401588  25684103 
"512"   8528336  12215097  18869737  21516644  19037014  23391616  16543832  16543832 
"1024"   8457895  12492426  18291580  20471166  22748081  19276739  22748081  29256135  23754601 
"2048"   6690992  7503399  15883587  19710468  20909969  21115571  10240672  23291219  21325256  10713237 
"4096"   6122971  5894001  9348033  11907264  11940367  11907264  12756011  17131802  10806269  11193514  15822231 
"8192"   6099933  8417779  10488942  11507694  12172193  13065504  14578944  13701116  13251952  13236637  8659632  7130343 
"16384"   5546453  8308679  9519507  11645778  11260308  7164394  12458647  10714305  12199866  11669509  6977442  6010201  4841852 
"32768"   0  0  0  0  15156803  14720125  14564139  14229394  13641846  9728947  6402692  4814512  3879737 
"65536"   0  0  0  0  13641715  13785385  12190353  14218946  16078675  11344618  5367890  4432241  3973096 
"131072"   0  0  0  0  15708742  17230588  16776291  17183195  16251595  4276830  10252849  4584515  4032129 
"262144"   0  0  0  0  16184805  20249278  21515259  21982843  21573939  20395392  10615730  4543853  4239623 
"524288"   0  0  0  0  442437  935119  910590  873894  1328064  1302627  1338797  1460229  2023776 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   6421025  9318832  15972885  15972885  939223 
"128"   7917784  12842051  16365173  21643049  16365173  12542043 
"256"   8467615  14164395  18259146  18259146  19591792  21558614  18259146 
"512"   8265729  12797441  18229030  20490142  19736867  20490142  18385093  16049269 
"1024"   9142007  13472053  17056672  19020633  16037624  20970936  18936769  15295157  16789959 
"2048"   6261772  12654482  18441025  21539147  21378329  20268568  19139540  12327589  11917129  13467949 
"4096"   9119767  12680688  18125940  18536646  21320113  23035315  22760651  15880734  20168765  17427236  14414991 
"8192"   8725605  11251448  15313152  16584440  17425519  18047922  23282020  16994579  17622134  14578944  14894942  11203754 
"16384"   7742336  10865073  14449597  21250341  21529968  18267683  22658713  19484905  22658713  16015518  16350857  11497692  9051796 
"32768"   0  0  0  0  19810147  19598283  20805782  20926160  20569133  20179544  16675830  9517402  8011688 
"65536"   0  0  0  0  19979778  17660220  20378224  21693798  20127540  21270760  19775665  17760635  7911110 
"131072"   0  0  0  0  20968795  21571905  21473321  22007129  21834937  20214727  21236091  17289655  10611447 
"262144"   0  0  0  0  20354614  21245039  21933291  22696171  22193164  21241755  21427626  16697264  11234890 
"524288"   0  0  0  0  20629160  18503785  18107629  18390817  18076371  18463546  20942917  20507957  13774560 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   8182586  15972885  34389688  30484297  12902017 
"128"   8548124  16365173  21643049  31945770  31945770  31945770 
"256"   9114515  13454450  25084087  28401588  28401588  25684103  28401588 
"512"   4262523  14240069  5886650  28328790  28328790  24181823  18229030  17630404 
"1024"   5417427  6863100  19020633  24430194  28480139  26219889  22748081  29256135  19719260 
"2048"   8464610  8128206  14638464  11187641  13384011  26284531  30055155  26610232  20461691  6629029 
"4096"   7473388  13476460  14072566  15999048  15396828  16862753  19616073  27321427  26438471  19394624  15508016 
"8192"   7087688  10981742  11993741  15457823  16894307  16316670  16861145  22141778  24251552  18655463  15423130  4051471 
"16384"   6596348  9330792  10880555  12109573  13482851  12458647  14446559  10033789  28997937  21389241  18553747  7379822  4256708 
"32768"   0  0  0  0  16350479  16416882  17877526  15024253  15470729  16458166  10857181  6406273  3820953 
"65536"   0  0  0  0  12852686  13846493  16449111  14973353  16587082  13985277  25570500  8845399  4306216 
"131072"   0  0  0  0  13991258  15980434  17241937  17506582  17655006  12122828  11825298  11296320  4612478 
"262144"   0  0  0  0  14171373  19183727  21459410  22043663  21534643  21361019  16830941  6256118  5035804 
"524288"   0  0  0  0  968772  1193022  1501139  2027056  1322954  3113459  2306744  1880206  2743570 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  8182586  5389653  10821524  955947 
"128"   8036304  12842051  14200794  18012359  3468030  18012359 
"256"   4496299  10245071  14353744  14164395  15164624  12228612  16072608 
"512"   8140399  7115451  11943357  5278892  5384786  16049269  11374040  15583417 
"1024"   8822754  11018226  9855234  12639479  10769573  13998981  15027577  12639479  15977962 
"2048"   4238163  10048990  12118884  12118884  11380325  9708272  13058467  14944066  13038646  14417342 
"4096"   7983931  9756822  11570449  11099499  11874344  13046624  13007113  10923071  14736477  7339297  8603675 
"8192"   7354701  8788093  9383277  9848567  10778492  11222050  12154969  7868391  10331252  12263426  7179509  10064936 
"16384"   7105134  8554853  9699557  9204562  9314351  8875268  9711894  9465746  9700926  6993063  10779854  6630718  8864963 
"32768"   0  0  0  0  10587860  9089393  10095557  7785230  7536350  9290932  8256175  9787143  6182643 
"65536"   0  0  0  0  9188998  8899525  9785682  9209625  10019313  9395670  9774199  8651629  7926394 
"131072"   0  0  0  0  5215364  5025382  4762643  4989805  4933075  4413482  5456102  4954147  5029428 
"262144"   0  0  0  0  2438688  4055191  3721685  3979587  3631354  3236105  4453685  3163426  3517482 
"524288"   0  0  0  0  2640160  2020962  1791580  1721800  1545241  2566793  2785817  2637158  2401422 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   4643754  7940539  12902017  34389688  12902017 
"128"   7082197  7582312  1852520  14200794  33966926  18012359 
"256"   6073004  10651598  3087188  10651598  18259146  23441229  17096249 
"512"   7871843  11138071  11943357  12797441  13872122  16417355  22183443  12797441 
"1024"   8391792  10662628  12639479  6830356  9569770  13998981  16789959  22748081  16037624 
"2048"   7582884  9708272  10555264  12488897  7556202  12882215  14017386  16653431  23807646  14321195 
"4096"   6382284  9242423  9966244  9914481  10419583  7921350  10270092  11982006  15866068  17660123  12049235 
"8192"   6754678  8102172  8428103  8640034  8551866  9383277  9660279  9800810  10530733  9450378  15662161  8808369 
"16384"   6407526  7001613  8286637  8282642  7386962  7991746  8163585  6977442  9225569  9287914  10214248  16049181  8599818 
"32768"   0  0  0  0  9606543  8756412  8568617  8743044  8923561  8359115  8043101  8708144  11172258 
"65536"   0  0  0  0  8692944  8364407  9056990  8663081  9441821  8674564  9141630  7572017  7931426 
"131072"   0  0  0  0  4916048  4907228  4915169  5355122  5496139  5421558  4608573  4531272  4293363 
"262144"   0  0  0  0  3923607  4111479  4189273  3846291  4029392  4309380  4105293  3871113  3339749 
"524288"   0  0  0  0  1505571  1595923  2360255  1952566  1886660  684266  866233  853342  2147121 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7940539  20962191  12902017  22737791  34389688 
"128"   9795896  14200794  21643049  21643049  31945770  25804035 
"256"   11091721  18259146  21558614  18259146  22940409  23441229  29173251 
"512"   11620224  18229030  19037014  24457224  24457224  22183443  25624554  16543832 
"1024"   10662628  7590887  18291580  19719260  13686709  22276143  22748081  7590887  21388672 
"2048"   6851089  10131961  10084382  19311656  8977721  21325256  19355169  24416701  13038646  22736381 
"4096"   8308260  4161985  8677553  18536646  14673544  12151506  18280235  18049765  16929220  12264277  15749706 
"8192"   7600357  11652086  10488942  11024023  11719650  12048414  10751510  10064936  11427322  9396107  8714540  7301563 
"16384"   8376536  10064650  9543303  12545073  9465746  11522755  7515413  12402433  9454025  11949538  6812808  5192722  4443604 
"32768"   0  0  0  0  16383613  13412858  14949081  13751038  13002978  8234904  6174587  4254442  3845112 
"65536"   0  0  0  0  14700292  14045303  16181847  14327896  14527811  13323017  7458198  4474084  4087294 
"131072"   0  0  0  0  17124319  15902774  18191904  17082283  16726779  14324837  11030235  3891558  4153212 
"262144"   0  0  0  0  18857993  22168553  22336989  22275896  21296888  20340305  12874118  4564830  4250555 
"524288"   0  0  0  0  737278  362704  989966  1758595  2458605  2160383  856044  2558340  2150581 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   12902017  20962191  20962191  30484297  34389688 
"128"   11470204  18637664  25804035  31945770  31945770  2098744 
"256"   12661199  6761355  28401588  25684103  25684103  25684103  8534922 
"512"   11877300  19037014  20490142  23391616  25624554  5067142  32145217  22183443 
"1024"   12173747  19719260  9220512  27744245  23240448  15743686  23240448  24998980  27566176 
"2048"   11690076  16783585  23546602  29640323  11579763  22207363  29742954  24074544  25656476  26284531 
"4096"   12194633  15564215  19242562  15635038  25421314  24409960  15635038  23380152  22760651  25725850  26768022 
"8192"   10867125  13766992  16927599  18964361  17320112  19458391  18200887  14450187  17250547  17469818  4784941  9352628 
"16384"   10556302  12932252  14410206  13538634  11221694  15227661  13192943  15827395  15044308  14272533  9036322  5428590  4954252 
"32768"   0  0  0  0  18094058  18034701  18409125  16657640  11160464  13380213  8456321  5587902  4388944 
"65536"   0  0  0  0  17608181  16934524  19051955  15907465  18189613  16138146  10830575  5389994  4274476 
"131072"   0  0  0  0  18875862  16591490  19331864  18370013  18318595  16501846  14495942  2938365  4256531 
"262144"   0  0  0  0  18982361  22476716  22794984  22550011  21963961  22696171  18749940  4847874  4343444 
"524288"   0  0  0  0  810528  779450  942984  1085704  1269235  929976  1148655  1605378  1311739 
