iozone -a -b output.xlsx
	Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Tue Mar 11 12:44:22 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
"32768"   0  0  0  0  21502367  23406590  23126947  24693451  13774466  11766222  6839526  5610026  4950648 
"65536"   0  0  0  0  23900752  26520314  27582105  28744483  27297240  20938602  14213064  6012491  4892214 
"131072"   0  0  0  0  24345077  26942467  28863412  29755444  30132182  29185193  25176804  5874789  4706216 
"262144"   0  0  0  0  24270276  27103058  29110862  30148546  30017676  30315628  28640718  5532195  4779637 
"524288"   0  0  0  0  24663010  26228868  29763667  29899643  31039568  29268483  26186702  5424599  4700657 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   8182586  15972885  20962191  20962191  30484297 
"128"   8548124  14200794  15881078  21643049  31945770  21643049 
"256"   6891544  14953435  17096249  19591792  21558614  28401588  23441229 
"512"   9145790  12797441  20490142  25624554  26908901  20490142  28328790  24457224 
"1024"   8000971  13472053  20088179  25594883  22748081  27744245  28480139  26219889  24998980 
"2048"   8987113  13384011  20079056  25580074  26610232  27637635  25966707  29640323  23807646  28844090 
"4096"   8655693  13476460  19683498  24237769  25458986  25764430  27321427  27496338  28265396  24797528  25764430 
"8192"   8234205  12391686  16754263  20940772  20851814  22878950  23001477  23345295  23203407  21004779  14419865  12280959 
"16384"   6120472  9880862  13945248  16401590  17451210  19742405  17206514  18598941  14172454  9887970  7609451  4778223  5031885 
"32768"   0  0  0  0  16458166  20076373  21613957  22539083  16565285  11686185  7754045  6230853  4983679 
"65536"   0  0  0  0  17490538  22171496  25649238  26574156  25996118  20878168  14375101  5686955  4678469 
"131072"   0  0  0  0  18111594  21936877  25534638  27525217  27881186  27318680  25298455  5625435  4765368 
"262144"   0  0  0  0  17687328  22384282  25411185  28081858  28693037  29264274  26670470  5712822  4710911 
"524288"   0  0  0  0  18316370  21908337  25535355  27217384  28415262  29352086  25530315  5316507  4694396 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5389653  7100397  15972885  10821524  15972885 
"128"   7082197  10567140  11720614  14200794  14200794  15881078 
"256"   6891544  9868433  12812277  14953435  17096249  17096249  16828306 
"512"   5886650  10434519  12797441  15930214  17069844  16417355  17630404  18229030 
"1024"   7356843  10429596  13472053  15743686  17616353  18608584  18936769  19276739  19363647 
"2048"   7419150  11440955  14321195  16001943  18091473  19893055  19710468  19710468  20079056  19486895 
"4096"   7499487  10895362  14366773  17148903  19050521  19593701  20481345  20778605  21110529  20359982  18536646 
"8192"   7282991  10908526  14498968  17138687  18047922  17925519  19502569  19828962  18455061  19283661  17181538  16095019 
"16384"   5826249  8283641  11828188  13472278  14434421  15326149  14125842  15312489  15860271  14410206  13440658  11377762  11291763 
"32768"   0  0  0  0  12038301  13814618  14435643  14845737  14873048  15045635  13631022  12259507  10204999 
"65536"   0  0  0  0  13941300  15237298  17035276  16926182  17471639  17589027  17798586  15894587  10193572 
"131072"   0  0  0  0  13513887  15180835  16155601  17053140  17190180  16665425  17595673  15775003  10428275 
"262144"   0  0  0  0  528003  14644962  15550294  16554720  16859329  16770868  16911451  17004561  12826959 
"524288"   0  0  0  0  8091968  10717072  11638935  11252471  9709234  9005753  9003099  12083753  8410816 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5283570  10402178  10402178  15972885  12902017 
"128"   7917784  10567140  12542043  14200794  21643049  16365173 
"256"   8024634  5022044  14953435  17096249  18259146  18259146  18259146 
"512"   8265729  12146009  16049269  18869737  20490142  19037014  19736867  21303197 
"1024"   8525047  12944224  17331995  23886714  21282686  23886714  23240448  20471166  24292018 
"2048"   8600205  13467949  17828628  22498183  22979678  24074544  25278959  26204348  25888448  23807646 
"4096"   7983931  12643359  16585996  20074497  21214804  22259318  22610871  23004469  22030961  22640669  19981106 
"8192"   7537004  11174604  15784476  19840411  20738544  19272845  21957830  21437244  20527913  17972400  12563868  11554130 
"16384"   7724061  10908189  13119898  13849691  14359019  16926789  15100507  17376195  12182564  6737331  6736671  5080244  5479669 
"32768"   0  0  0  0  16424730  18822598  19821575  20818388  15327526  10449401  5240400  4923690  4644022 
"65536"   0  0  0  0  14595696  22337253  24353915  25005254  24255062  21374965  12206593  5317733  4387530 
"131072"   0  0  0  0  17898723  21690208  24641891  26876608  26668008  22866660  16080465  5238273  4529406 
"262144"   0  0  0  0  18589220  21949491  26227678  26391357  28340261  26463134  10666709  4843582  4494851 
"524288"   0  0  0  0  18652734  23311825  25334134  14248579  18432284  25800197  17648122  4665275  4545946 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5389653  10821524  12902017  15972885  12902017 
"128"   8548124  11470204  15881078  18637664  18637664  14200794 
"256"   8534922  12812277  17096249  21558614  19591792  19955913  19591792 
"512"   8665997  13109944  18385093  22183443  23391616  19736867  18869737  18385093 
"1024"   8662601  13142265  18608584  22276143  22748081  22748081  22748081  22276143  18936769 
"2048"   8431376  13198923  18600754  22498183  23807646  23807646  24142206  24142206  22207363  20079056 
"4096"   8535284  13166611  18883009  23159527  24237769  23128348  23834258  21669709  23801238  22116044  18779801 
"8192"   8677127  14077211  18829258  24031054  24166268  22894195  24598796  24687166  23683211  22578268  18706245  16285735 
"16384"   8977298  12604902  18473942  21415904  22885089  22984596  22976911  23343754  21139213  19185707  15922745  11377762  11645778 
"32768"   0  0  0  0  24512879  22410452  23742194  24618258  23142524  22960811  17693407  13123412  9290932 
"65536"   0  0  0  0  24973449  24317288  25014356  25186256  25520644  26161891  23306972  16808192  9324910 
"131072"   0  0  0  0  24554941  24517708  26140501  26527744  26958321  27024581  26032809  17434408  10825202 
"262144"   0  0  0  0  25213642  24989578  26634936  27585162  27588623  27565106  24966314  22183761  11989160 
"524288"   0  0  0  0  25568906  24400297  26433806  26527557  26651336  26092864  25711809  22418925  13478552 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7940539  10821524  15972885  20962191  12902017 
"128"   8036304  15881078  21643049  25804035  21643049  18012359 
"256"   8208677  12812277  21558614  25084087  25684103  25684103  19955913 
"512"   8394979  12499490  16543832  26908901  25624554  25624554  23139567  21303197 
"1024"   8391792  13305116  17688906  22748081  27744245  26876184  24998980  28480139  24430194 
"2048"   8431376  13219235  18091473  19355169  23807646  28089517  28461804  29236787  27637635  24626703 
"4096"   8393502  12958059  18202760  21560926  22521946  23159527  27321427  27496338  26935898  25764430  22259318 
"8192"   8134781  11755738  16886004  21971871  21957830  22563442  22757722  26680840  27037759  25212499  16355505  11222050 
"16384"   7046846  10252345  14461760  17808483  18061231  13908556  19714086  11102041  24448319  19691490  13967924  6852209  5437611 
"32768"   0  0  0  0  18745580  21573245  22333976  23173740  19573163  27699382  19377233  7865427  4957255 
"65536"   0  0  0  0  20608930  23952819  26119629  27103448  27148956  24946252  29011455  8236336  4744853 
"131072"   0  0  0  0  18974235  23913025  25740276  28013312  28550133  27711134  21772675  9632704  5330717 
"262144"   0  0  0  0  18336866  23627218  24800749  28244890  25996374  28636988  24909188  6910351  5990883 
"524288"   0  0  0  0  19429466  22963948  26222300  28108710  28852966  29721428  27685811  7763985  5958495 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5860307  8182586  10821524  12902017  12902017 
"128"   9129573  11720614  14200794  14200794  9129573  15881078 
"256"   8815202  11207494  13454450  14353744  17096249  10245071  17096249 
"512"   8992598  11374040  13783088  14628067  16543832  15471149  14240069  18869737 
"1024"   9220512  12037272  13998981  14183905  15977962  15743686  17985196  15295157  19719260 
"2048"   9483197  12118884  14539356  14840791  16122077  15048789  16949167  13748169  15154989  19139540 
"4096"   9222577  12049235  13834587  14165392  15939671  15059417  15692162  16996213  17733038  13845736  17899319 
"8192"   9447779  12031539  14395699  15367944  15251975  14998975  13170677  14597525  15755524  16347723  12527222  15548759 
"16384"   8316724  10509484  12929819  8208441  13654307  11711273  12859651  12554241  13266805  12929819  13127416  14868534  11345828 
"32768"   0  0  0  0  11720067  12337643  12516290  12830605  9752419  9603858  10988254  11021739  8731379 
"65536"   0  0  0  0  12992410  12521310  14175682  14105847  14743658  15135777  12643990  11145895  10789763 
"131072"   0  0  0  0  12592094  13527853  14136244  14715561  14941937  14237655  14356259  10891903  10024575 
"262144"   0  0  0  0  13376085  13781137  14068741  15169484  15120668  15399580  14244628  11889079  9886289 
"524288"   0  0  0  0  11344070  11151301  12166453  11797410  9345940  11980199  11464841  9601471  7912836 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  12902017  12902017  20962191  15972885 
"128"   7917784  10779307  14200794  18012359  31945770  18012359 
"256"   8815202  11569783  14164395  14164395  18259146  25684103  17096249 
"512"   8992598  11943357  14628067  11877300  12215097  17630404  24457224  19037014 
"1024"   8593274  12208350  14422045  15080341  16531459  17331995  19629138  27566176  19719260 
"2048"   8793903  11642543  14514788  15289867  16525279  16621207  17940335  20268568  27726845  19893055 
"4096"   8986200  11948672  13980948  14378797  15749706  15396828  16443123  17427236  19504720  25123904  16650294 
"8192"   8242105  10015063  13701116  13318731  14572760  15111114  16254918  16224216  16027449  16894307  24974266  11889982 
"16384"   6673215  8673628  11803808  11221694  12346725  11864948  12366722  11856759  12869284  11735272  8533606  16700539  11138029 
"32768"   0  0  0  0  11160464  11749122  12346510  12876283  12871460  13043701  10392512  10042445  13722206 
"65536"   0  0  0  0  12617872  13336592  11981006  14396936  14399953  14888198  13097029  10219343  9650322 
"131072"   0  0  0  0  12527247  13444484  13824490  14439972  14539263  13807130  14205280  10352474  8673442 
"262144"   0  0  0  0  12935764  13543151  14415324  14613041  14923443  14957549  14806082  11219986  9584071 
"524288"   0  0  0  0  1915047  8988930  11976611  12382807  12189923  12123926  11669260  8491033  6717594 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  12902017  15972885  22737791  15972885 
"128"   10779307  14200794  15881078  18012359  21643049  18637664 
"256"   11207494  16072608  19955913  19591792  19591792  19955913  21558614 
"512"   11877300  16543832  20490142  21303197  22183443  22414989  22183443  23391616 
"1024"   12492426  17985196  22276143  24854315  23754601  24998980  24292018  25594883  24854315 
"2048"   12561952  18284015  22979678  26610232  24984852  25278959  25888448  26284531  26610232  24697509 
"4096"   11874344  15999048  21110529  22881911  23670066  23004469  23967260  23412013  24375326  22259318  22760651 
"8192"   11116757  14170099  16927599  21626142  20131019  17541167  18038447  10463389  20839167  19283661  13496606  9603578 
"16384"   10652851  13640755  17284415  15769284  16737147  15665037  17808483  15241170  13117393  10220324  6213443  4912813  4769600 
"32768"   0  0  0  0  18735359  20727338  20872135  18153808  13997522  9437669  5080395  4846600  4521642 
"65536"   0  0  0  0  22155413  24626652  25062251  25110330  24015601  17089289  10613126  5003164  4586434 
"131072"   0  0  0  0  21274716  24619820  26683541  27238820  27559713  27525217  15294443  4963719  4516753 
"262144"   0  0  0  0  23796477  25891083  28346106  28346106  28297228  27089703  17351539  4963827  4533399 
"524288"   0  0  0  0  24627104  22490234  28571431  30155907  29733484  27659693  15862557  4960063  4394769 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  15972885  22737791  20962191  20962191 
"128"   11720614  14200794  18637664  18637664  18012359  25804035 
"256"   12228612  16072608  21134280  21134280  18259146  19955913  23441229 
"512"   11877300  17069844  20490142  23139567  19037014  23391616  22183443  24457224 
"1024"   12492426  17985196  21823389  25594883  23754601  24854315  24430194  26380939  25748325 
"2048"   12882215  18480699  23546602  26944106  25278959  22979678  26284531  27637635  26944106  25278959 
"4096"   12117223  17217649  22144551  23967260  23540333  22640669  25458986  24514454  25764430  24833373  24977794 
"8192"   12103589  16616521  19090804  25588019  23140898  23282020  26252742  22940050  23814529  23408914  19783294  11266205 
"16384"   11924656  15798286  19207157  20557424  19839298  19787884  9863842  18142291  15922745  13107385  8406252  5803614  5376771 
"32768"   0  0  0  0  21499003  22243611  24746806  19773096  17336317  11525466  6773125  5495402  4390206 
"65536"   0  0  0  0  24165503  26682497  27839104  28741477  27477333  21381616  14987231  6004741  4776348 
"131072"   0  0  0  0  23766229  26695202  28505721  29667129  29823240  29361328  25190648  5736733  4598704 
"262144"   0  0  0  0  23909284  26735971  28917922  30204035  30386003  30124591  27611486  5379510  4710325 
"524288"   0  0  0  0  25867877  27541908  29723035  30503095  30865734  30262146  26994531  5327313  4718419 
