# iozone -a -b output.xlsx
	Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Tue Mar 11 12:25:41 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
"2048"   7609754  11380325  15048789  15766969  15738081  16653431  17084004  18970464  19486895  18480699 
"4096"   7728911  11289134  14573961  15396828  18779801  19416544  20384139  20678564  20803766  18883009  19050521 
"8192"   7261443  11145606  14246478  17622134  18706245  17888190  19186748  18747070  19692587  18534703  19048469  16316670 
"16384"   6222445  8818322  11497692  13300185  14522886  14785359  16300437  15197352  17137857  14772645  14284400  7501466  10793399 
"32768"   0  0  0  0  13139723  12346510  15500390  14487379  14799378  14505727  13567777  12145750  9335106 
"65536"   0  0  0  0  12452674  15261832  15394315  16277673  16282494  15723656  16680693  13597177  10632009 
"131072"   0  0  0  0  11126676  15587151  16735435  16569987  17600743  17429986  17478752  14918420  9701891 
"262144"   0  0  0  0  13409527  14713948  15709596  16587186  16701322  16722659  17114405  16874336  12001331 
"524288"   0  0  0  0  7893635  8128370  9963685  10526588  362043  11328350  10857079  12138314  9548482 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5860307  9318832  12902017  12902017  15972885 
"128"   7476717  9977956  14200794  14200794  15881078  21643049 
"256"   7791708  11569783  14953435  17096249  17096249  17096249  18259146 
"512"   8140399  13438092  15583417  19037014  23391616  18869737  19557124  20490142 
"1024"   7472033  12173747  16531459  20088179  19363647  20471166  21282686  20471166  21388672 
"2048"   7789164  11517657  18600754  19893055  16493549  17645509  21980064  17977882  17501701  18804350 
"4096"   6451792  12049235  15880734  18536646  19329161  19504720  19888580  20359982  19957894  19981106  19156735 
"8192"   7199064  11236730  15697939  16819875  20527913  19143987  21504328  21120984  20478973  18288074  12228510  12486251 
"16384"   7529411  8756521  13117393  12556535  16139646  17429080  16910128  14210553  9292938  11069849  4836060  5212811  5682674 
"32768"   0  0  0  0  17789594  19847337  20596876  20328783  16700145  9899227  5320326  4978444  4496199 
"65536"   0  0  0  0  17301187  21305382  23735646  24757517  23580894  20182219  9606478  5156622  4273080 
"131072"   0  0  0  0  17467090  21639835  23882899  25133066  26803228  25949252  11132309  4921417  4527205 
"262144"   0  0  0  0  19012559  23382518  25585028  26958854  29218391  28287764  22751589  4995877  4328380 
"524288"   0  0  0  0  17594183  21168919  25583780  27197523  27690343  24335760  17368506  5060067  4566051 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  12902017  15972885  20962191  15972885 
"128"   8548124  12842051  14200794  14200794  16365173  11720614 
"256"   8271916  13454450  18259146  21558614  23441229  21134280  19591792 
"512"   8562340  13109944  17776344  22183443  23391616  22414989  22183443  20490142 
"1024"   7008693  13472053  17985196  22748081  23240448  23240448  23886714  23240448  21388672 
"2048"   7213548  12118884  16122077  23228237  22498183  23546602  23807646  22264924  19531203  16274804 
"4096"   8256354  12880338  17200411  19796907  20579482  17286949  22002745  22640669  21697077  19981106  14318876 
"8192"   8515834  12961998  17070568  20953542  21915814  20178308  23472881  23472881  23140898  21160006  18327093  15031784 
"16384"   8678010  13266805  16599686  19391434  23038536  21727378  22658713  21761781  22356480  18812792  14410206  11338340  10851347 
"32768"   0  0  0  0  23010785  22182579  23676753  23189380  22550178  16383613  18347686  11338158  9311704 
"65536"   0  0  0  0  22337253  23239974  24957577  25177028  25658815  23840636  23020046  18924721  9704836 
"131072"   0  0  0  0  25086045  23633410  25857713  25775274  26765385  25995879  23689422  21147052  10023113 
"262144"   0  0  0  0  25174963  24775043  25839364  27355250  26487359  26220172  24667767  22447347  11875596 
"524288"   0  0  0  0  22289173  20504897  26590428  27256855  27732598  27612805  26335353  23163753  13897303 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  12902017  34389688  30484297  15972885 
"128"   8036304  15881078  20804356  31945770  21643049  18012359 
"256"   8271916  11695808  23441229  28401588  25684103  23441229  19591792 
"512"   8140399  14240069  15930214  28707488  28328790  26908901  23391616  25624554 
"1024"   7537599  12456195  14871477  19719260  27566176  27045423  24998980  24998980  21282686 
"2048"   7754008  11690076  14638464  20268568  19531203  24984852  26944106  25580074  20268568  18641120 
"4096"   8013724  12370246  15999048  21007275  19774121  22640669  23967260  23253568  23933871  23285086  19616073 
"8192"   8071718  12623876  16927599  19048469  21846143  21277939  23408914  25683653  25361377  25212499  18706245  12241580 
"16384"   6734030  9194710  13979290  12623425  19185707  18705256  19765118  17544775  24783372  20894964  14175377  7433306  5659275 
"32768"   0  0  0  0  18513274  21031834  24547905  23240356  20301757  25499797  21847591  7143468  4798376 
"65536"   0  0  0  0  19533947  22924056  26018264  25912796  26870295  24996159  27735172  10748836  4919708 
"131072"   0  0  0  0  20897855  24019594  26430814  27352660  27947803  27279368  16554020  14555431  5118397 
"262144"   0  0  0  0  19820374  24034193  27198934  28346106  30044744  25957709  27326695  6933578  5907611 
"524288"   0  0  0  0  17249161  19304273  26136281  28759760  29622536  30119560  28107632  8103867  6645546 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   6421025  10821524  5389653  3541098  15972885 
"128"   8548124  4934216  12842051  14200794  2511022  14200794 
"256"   8815202  11569783  12228612  15164624  18575017  1778290  17096249 
"512"   9145790  5566231  13522711  14146265  12797441  17069844  3388236  18229030 
"1024"   8391792  10662628  14820161  14668318  12790037  13998981  17688906  4609294  19363647 
"2048"   8531869  10620516  12187663  12561952  13138359  13660713  14638464  10726615  6416117  18129656 
"4096"   8695120  11378861  13299112  13735042  14787213  15046228  14954547  15287223  16195114  7555557  17148903 
"8192"   9362822  11889982  13816816  13816816  14735249  14474536  15224943  15144416  14002632  16254918  6838023  17241890 
"16384"   8437214  10176433  12721575  10965630  13802401  12932252  13094897  12045892  14002077  12554241  11889582  10258466  7750195 
"32768"   0  0  0  0  12854606  11820869  13271681  12579296  12790009  11994177  11058987  11156840  6837824 
"65536"   0  0  0  0  12272537  13323017  13624810  13896896  14102952  13614013  12961777  10371261  9988729 
"131072"   0  0  0  0  13030227  13632177  13129498  14386314  14723838  14812304  12390872  11076683  10039220 
"262144"   0  0  0  0  13075133  13835763  14413812  14609740  14878611  15141491  15020074  11890750  9206727 
"524288"   0  0  0  0  9176598  10470651  8990180  12055664  11998306  12163559  12086210  9929851  7683793 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5860307  12902017  12902017  34389688  15972885 
"128"   10779307  10567140  14200794  18012359  25804035  18637664 
"256"   6761355  11091721  14164395  16072608  23441229  21134280  16828306 
"512"   9681823  11620224  13109944  15143846  16417355  20490142  28328790  18869737 
"1024"   9220512  11903823  15295157  14618393  17402221  16789959  16789959  27744245  18689559 
"2048"   9308497  11706006  13301113  14514788  15883587  16001943  17360217  19486895  26610232  19355169 
"4096"   8981502  11704457  13658603  14524675  14787213  15692162  16179861  16585996  17733038  26077293  16458876 
"8192"   8216483  10738070  13839076  14031222  14450187  15313152  14628599  14792342  15367944  14979358  23408914  14468441 
"16384"   8086731  9610032  12001713  9357474  12662969  10749501  12961523  12143812  9793555  12467688  12642003  18553747  11345828 
"32768"   0  0  0  0  11911020  12352058  12327683  12333215  12091255  11758169  7998167  10701629  13043701 
"65536"   0  0  0  0  11945601  11415287  13220492  13616711  12910639  13490406  12206593  9703466  10107363 
"131072"   0  0  0  0  12867970  13369286  14279443  11135015  15149042  14877644  12614052  10304545  9408663 
"262144"   0  0  0  0  12842090  13948271  14242414  14949008  14813662  15272945  14623731  11140860  8741628 
"524288"   0  0  0  0  11677564  8680955  8949822  12635028  9759261  10078580  12144481  9623826  243056 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9006179  15972885  15972885  15972885  20962191 
"128"   11720614  14200794  15881078  25804035  18012359  20804356 
"256"   13454450  16072608  21134280  18259146  19591792  23441229  19591792 
"512"   11683444  13872122  10856530  25624554  21303197  19736867  21303197  20490142 
"1024"   9655828  16531459  19629138  21713061  26876184  21282686  27045423  22276143  22748081 
"2048"   10037248  14417342  20079056  17940335  17977882  17501701  21325256  22796721  18970464  17050094 
"4096"   10691939  13126371  17955442  20192470  20481345  19865582  20905025  20168765  19981106  18202760  20287852 
"8192"   8934340  12759828  18922585  11251448  19840411  20788734  19932489  13587338  20285525  16552482  13861408  9882559 
"16384"   9899366  13711520  16049181  17845480  17341116  17929287  12402433  15693657  13700585  9097331  7046846  4230243  5278072 
"32768"   0  0  0  0  21613957  22143266  22111204  19388167  14674546  8580385  6477223  4820253  4428685 
"65536"   0  0  0  0  16396128  23422158  25501703  25570500  21340117  16003785  8808550  5053292  4480428 
"131072"   0  0  0  0  22287272  25008446  25706574  26047610  27989066  24453365  11810563  4962599  4452624 
"262144"   0  0  0  0  25109422  26831226  29293121  30052135  29785919  29348636  18214448  4985728  3910322 
"524288"   0  0  0  0  13324683  25627608  27557785  30533590  28039894  26109903  23632500  4846889  4565331 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   12310336  15972885  20962191  15972885  30484297 
"128"   12842051  15881078  18012359  18637664  8548124  21643049 
"256"   12228612  15835569  18259146  19955913  21558614  19591792  21134280 
"512"   11683444  16543832  19736867  21303197  21303197  22183443  22183443  21303197 
"1024"   12037272  16789959  20088179  22276143  22276143  22276143  22276143  23366889  23240448 
"2048"   12187663  16915790  18763275  22264924  22498183  22264924  23228237  23041317  23546602  24074544 
"4096"   11940367  17063738  21110529  24833373  23285086  22760651  24237769  23967260  24237769  23702723  24549484 
"8192"   12137794  16819875  23748688  25512023  24166268  24389267  23748688  23537199  24829886  22141778  18172009  12522657 
"16384"   10995458  14801282  19839298  19908269  20977885  18204771  20612921  19529204  17826962  12632707  8380622  5981949  5730536 
"32768"   0  0  0  0  22980006  25030744  25400829  22247212  16515520  10656821  8287040  5185630  4644650 
"65536"   0  0  0  0  18794035  25670797  27768795  27995044  23676357  21716078  15780525  5989433  4725358 
"131072"   0  0  0  0  24467513  26559784  27552807  29063304  29694370  29152692  24815411  5503071  4518981 
"262144"   0  0  0  0  25460613  27292102  29040126  30731667  30616996  30093260  27725673  5540530  4642996 
"524288"   0  0  0  0  23145224  27087970  29667696  30649345  28624615  30707123  28814781  5319259  4692873 
