iozone -a -b output.xlsx
	Iozone: Performance Test of File I/O
	        Version $Revision: 3.506 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Tue Mar 11 12:34:49 2025

	Auto Mode
	Command line used: iozone -a -b output.xlsx
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                                    random    random      bkwd     record     stride                                        
              kB  reclen    write    rewrite      read    reread      read     write      read    rewrite       read    fwrite  frewrite     fread   freread
             512      32   9145790  17630404  23139567  24457224  25624554  16543832  19037014   21303197   24457224  14628067  15037801  22414989  21303197
             512      64   9145790  18229030  24457224  25624554  26908901  17069844  20490142   21303197   24457224  15930214  17069844  22414989  22414989
             512     128   7309196  17069844  21516644  24181823  28328790  17069844  19037014   20490142   25624554  17069844  19037014  22183443  21303197
             512     256   9304292  18229030  25624554  26908901  28707488  17630404  20490142   21303197   23391616   9468384  24457224  22414989  22414989
             512     512   9304292  18385093  29906870  30329249  23391616  18229030  20490142   18869737   22183443  18229030  17630404  23139567  23139567
            1024       4   3594699   9946527  12492426  12639479   7644933   7420395   7811791    8680108    8474583   9300377   9320560  12313351  12348754
            1024       8   8122014  13686709  18291580  18291580  14230902  10557785  11645609   13142265   13305116  11773301  12173747  17985196  17985196
            1024      16   8970167  16219316  22276143  22748081  20088179  13863422  17331995   18689559   17616353  14422045  14422045  21388672  22276143
            1024      32   9569770  18291580  26380939  26219889  25594883  17331995  21823389   23366889   22276143  14820161  15080341  24998980  25594883
            1024      64   9677584  18608584  24998980  25594883  22748081  17331995  21282686   22869206   27744245  16531459  16789959  23754601  24430194
            1024     128   9855234  19020633  25594883  25594883  23754601  18291580  23366889   22276143   26876184  16789959  17331995  24430194  25748325
            1024     256   9855234  18936769  27744245  26876184  24430194  19020633  23754601   22276143   25594883  17985196  19276739  24292018  25594883
            1024     512   9220512  19363647  23240448  27566176  30075602  20869039  24292018   22748081   29256135   8262639  29256135  25594883  26219889
            1024    1024   9946527  19629138  29256135  29256135  24998980  19719260  23754601   18936769   24292018  19629138  20088179  24430194  24998980
            2048       4   2592948   7556202  10713237  12118884   8903279   7670915   8713618    8357547    8608824   9483197   9483197  12488897  12635867
            2048       8   7999524  13926483  18600754  17501701  13467949  10945301  13038646   13489098   13219235  12274742  12187663  17221003  18441025
            2048      16   9179186  15510737  23228237  23291219  18441025  14321195  17791701   18804350   18129656  13836752   9610516  22264924  23291219
            2048      32   8159088  18441025  26944106  27286464  25656476  18284015  22796721   23291219   23291219  14613561  15048789  26610232  26944106
            2048      64   9268323  19139540  23291219  25580074  25966707  16001943  22498183   25278959   20079056  16001943  16367837  24416701  25278959
            2048     128   9944290  19311656  26284531  26284531  25278959  18804350  24697509   22264924   29742954  16001943  16783585  25278959  26610232
            2048     256  10096235  19486895  25888448  26610232  28089517  19139540  24984852   23546602   26610232  16915790  17791701  23482233  26284531
            2048     512  10084382  20079056  27286464  27726845  29640323  19665344  25278959   24697509   30055155  18763275  20268568  26944106  27637635
            2048    1024   9664580  19893055  25966707  29236787  29236787  19893055  25580074   23546602   27373418   8464610  24697509  25966707  26944106
            2048    2048   3677503  17977882  28844090  29236787  28844090  20316506  24142206   19893055   25278959  19486895  20079056  24984852  26284531
            4096       4   3052133   7355007  11378861  11948672   8752710   7670249   8240513    8660056    8430572   9461292   9100443  11907264  12379160
            4096       8   7802627  13381985  17498237  18800352  13658603  11409087  12997272   13247835   13299112  12299398  12049235  16715094  18456987
            4096      16   8925508  16396044  22259318  23540333  18862276  14378797  17427236   18536646   18299707  14475721  14414991  21346604  23285086
            4096      32   9287391  18280235  26077293  27321427  25271734  17444932  22002745   23128348   23004469  14889742  14736477  16780400  25271734
            4096      64   9818158  18966395  24237769  26236590  26077293  18516667  22760651   24833373   23670066  15999048  16119138  24514454  25764430
            4096     128   9503161  18966395  25610798  26602226  27321427  19796907  24977794   23702723   25610798  16195114  16256412  25308964  26602226
            4096     256   9663524  19307438  25308964  26935898  27321427  20678564  23834258   24690613   29276929  15939671  16241044  25572675  26768022
            4096     512   9614850  19888580  25572675  27673504  29276929  19135397  26236590   24833373   30579734  17356809  17569819  26116935  27496338
            4096    1024   9105266  19706075  26236590  27673504  26978196  20481345  26116935   24375326   29888133  17733038  19796907  25458986  26438471
            4096    2048   8906998  18966395  26438471  28034773  28642390  19593701  25572675   21807241   29227122   8162211  27105892  24549484  29078712
            4096    4096   4032070  15112405  27148727  28265396  26602226  19504720  20481345   19050521   10444923  18030821  20097981  21110529  28034773
            8192       4   2766527   8224350   6167822  12082308   8127085   7543623   7387910    8846925    8640034   9073541   8705708  10738070  12414071
            8192       8   7735533  11824513  13657548  13539152  12468128  10822627  12137794   13130412   12563868  12044191  11378128  14193513  17505420
            8192      16   7036884  14395699  19143987  22697588  17138687  14425919  15879308   18000647   17685627  14728932  14077211  20037103  22314333
            8192      32   9163071  15633656  21173045  24320215  23078725  16927599  18655463   22697588   21056268  14222889  12154969  12338289  23601871
            8192      64   9112041  16410184  21544780  24598796  24234447  18415496  20738544   24098471   21721845  14450187  15198005  21017628  23140898
            8192     128   9916786  17104560  19874841  23897344  23001477  17469818  20478973   22894195   22578268  14323685  14146762  19692587  23392977
            8192     256   9523721  18706245  23472881  25286719  26868615  18880992  22563442   23748688   24669441  15633656  16034929  22256517  23880735
            8192     512   9859872  18038447  21558298  24616419  25361377  19143987  21450628   23814529   27037759  16386705  15058135  18964361  23408914
            8192    1024   9928248  18162403  21004779  24234447  23472881  18829258  21212259   24098471   29779484  15367944  15997600  21504328  23748688
            8192    2048   9373038  16355505  19647544  24389267  21056268  19006322  15748303   21504328   25607089  16125233  15879308  16961023  21901844
            8192    4096   7939297  16005052  15605254  18747070  14578944  17434361  11412140   18584829   21504328   7494262  23732285  10088578  15938235
            8192    8192   3266505  12679779  13105371  15117763  11523131  14920815   9439992   13951461    8932018  13603476  13470151   8358395  10795424
           16384       4   2696488   7648409  10001662  10196061   5121513   5432453   7025952    8208441    5688789   7471290   6966125  10202116  11447892
           16384       8   6530527   9459231  12225912  14407185   9443632   7941872   8636565   12740443    9948090   9834199   9087707  12508537  13689668
           16384      16   8051674  10995458  16273416  19856496  14865318  12373403  13419661   17616739   15153786  12460906  11761383  15874927  19640838
           16384      32   8119217  10646250  15562160  18204771  15516480  12669973  14272533   21087319   16064188  12199866  10304615  15751211  19031618
           16384      64   8191806  13417040  12165310  19765118  18326143  15210808  15356974   19810702   12180404   9127540  11465082  18004447  20453408
           16384     128   6841294  11018377  13979290  16872760  13654307  13287327  15087246   22628868   17319264  12109573  10944673  15498982  19095078
           16384     256   8372454  13886072  16926789  20248500  11100247  15618752  17319264   23706134   21113234  13629933  11076987  16976970  19736735
           16384     512   8071534  12254254  12771224  15937517  16668133  14826830  15650766   23681625   18508772  13065021  11677441  14013499  16786208
           16384    1024   8359214  14320120  12941994  15708006  14936400  16143437  14643580   22378321   25210702  13223406  13097393  10680999  16753469
           16384    2048   7536843   7308401   4607158   7023080   6829736  10536878   1908195   15860271   19457320  10033789  10208178   9214436  12234618
           16384    4096   6622411  10995458   7731883   8208441   7096329  13506702   7447807   16651977   16599686  13223406  13225951   6201667   7880849
           16384    8192   4665334   8932953   5472251   5565318   4561287  10284566   4629505   10330950    6553571   9822953  15544559   4969299   5516621
           16384   16384   2793951  11260308   5402132   5589764   4625765  11571262   5184886   11959937    5441055  11538233   8467363   4789212   4680906
           32768      64   4222679  11603310  17430861  17723068  15929769  10999687  16175367   23208960   18274498  12105100  11365348  18284223  21141833
           32768     128   8434525  14202925  19174480  24640326  20699243  14038986  19448525   23193293   22308600  12226788  12236585  18163404  23865877
           32768     256   7300949  12881111  20191402  20440649  21388594  11912053  19448525   24309104   22004999  12268261  11799557  20686781  23271838
           32768     512   8097120  13506444  16718428  17994560  20179544  14720125  18409125   23256086   20516933  11748118  11728068  19252373  22443389
           32768    1024   8310089  13429896  15406562  18480912  17926494  14680816  14550262   23240356   18671726  12370959  12046743  13895627  17356020
           32768    2048   7846567  13308951  10392512  10201212   9694634  14641717   8487131   21405250   20253888  11955573  10941018   8735819  10984741
           32768    4096   6939326  12597745   5453103   6954073   7863627  14118304   5923376   18296393   18628703  11268438  10635380   5724761   6792876
           32768    8192   5174892   8297546   5149685   5638103   5524783  11690161   4697192   12526557    7241707  11084854   9388672   4687101   5332505
           32768   16384   3940358   7515333   4592656   4859452   4936423   9757958   4528495    8614266    4787178   6784158  12794771   4417440   4586832
           65536      64   4558369  10039072  19470299  21962461  16554117  12348621  16181847   24777602   18486885  11831455  10893671  19156849  21671564
           65536     128   8219835  13560285  22214500  23727450  20385780  13347601  18945591   24129441   21795285  12125287  10238375  22691292  24137916
           65536     256   7919771  12982592  23735646  26276934  23239974  14524741  22185812   25470983   24068171  12834682  10543109  21044403  26256854
           65536     512   8876534  14810387  23668202  26109705  24453576  15220424  23448132   25539614   25372238  13194473  10864393  23556644  25934800
           65536    1024   8618535  14956244  20422130  23346563  22200147  15163330  21311990   25689990   24824594  13479160  10654675  22970031  25730872
           65536    2048   8855087  14645466  11258656  12882804   8749947  15017527  11692053   25718834   24527765  13086429  13256196  17984912  21564454
           65536    4096   8626379  14100058   9586711  15453165  15134943  15757005   9336947   24042908   27746371  12561938  10942676   7656807  13136461
           65536    8192   6965140  11747016   5206237   6200746   5604285  13884962   5023096   16995252    6397448   7251221   9258949   4399256   4912410
           65536   16384   4447013   8194106   4378096   4243134   4359210   9729225   4346183    8894629    4613531   9600774   9079427   4337816   4462535
          131072      64   4431413  12277417  21664565  23858024  16834341  12785076  17086530   24772919   18666285  12353561  12313165  22559817  23043016
          131072     128   8137682  15729417  24503502  24815411  21582914  15440061  21028952   25081467   22799329  12246239  13043521  24933586  24961889
          131072     256   8964656  16524663  26063664  26754964  24650731  16363822  24367738   26732847   25639436  13691932  13915823  26953034  27370364
          131072     512   9534637  16597501  25913780  28519030  26908180  17142474  23701677   23096261   24125000  14612302  14304337  26532865  27523839
          131072    1024   8667562  16616564  25435400  28675223  26930589  17522764   8472144   26902913   26602196  13097904  14592521  25450708  28067660
          131072    2048   9315715  17645373  25695761  27976248  27317322  17698202  24918894   26721153   27912329  13117593  14981026  23007335  28511635
          131072    4096   8867629  16381864  13562896  20485906   5105610  14555816  14087703   24837835   19595082  12448671  12366344  11638293  20084014
          131072    8192   4318692  13088861   4874205   5090387   5039848  14702574   4762437   16003694    7574709   9799777   9795412   4678143   5425839
          131072   16384   5311968   9403192   4480932   4603710   4627932  10460619   4318523   11083383    4762107   6148650   7658813   4435310   4459017
          262144      64   4156978  12676852  22426744  24136548  16848220  13400049  17958597   25918548   18462181  13208329  13111150  21300189  23843954
          262144     128   8394768  15355277  18736521  26994595  19573386  14953278  15115264   24739923   22745941  13656187  13516679  17881492  26580848
          262144     256   7076375  16942983  28425986  28590077  24453803  15300574  25791481   25590387   25939338  14026564  10849429  26586632  28459832
          262144     512   6199328  17297490  27392051  29354905  27719382  17343328  27134495   26580848   27696340  14718084  10311291  26862035  25169776
          262144    1024   8243834  16903911  26346458  29208301  28109139  17562735  25707660   26781557   27795763  14927698  14661365  28921725  29554535
          262144    2048   9439504  17642203  24501757  29556918  28392220  16533809  21808867   26798528   25450594  14314729  14689179  24744377  29027093
          262144    4096   8868759  17800435  19256972  23359667  24458699  16524366  20001737   26143488   22080849  13737060  13541983  18810567  25678241
          262144    8192   8230628  15134405   4736277   3543008   5149893  16421943   4998920   18455673    6314285  11117204  10394245   4499007   1782078
          262144   16384   2599651   8651045   4390358   4567770   4345950  10229175   4041255    6913436    4181243   7311612   5808523   3641094   3386835
          524288      64   2002398   5557961  19797143  19832495  15673744   6737104   6344230   21369905   16877160   6159749   8452034   8381771  22252409
          524288     128    245940   4357739  20669880  21026221  17960622   6771563   5996319   19684083   16813800   5713740   9216945  24110826  24865475
          524288     256   5469529    225607   5175538  23266442  22996127   5061721   7226668   21210777   22123681   7285398   7552840   6989951  27880273
          524288     512   3897299   6264259  24250151  24714289  24597078    306705   8751571   22054896   24673526   7619707   9995978  26565051  28256071
          524288    1024    146889   4736112  24764666  30070959  27080964   9476350  17678910   24387849   27226145  11189602  11765660  29441291  29900862
          524288    2048   8752860  13941533  27810811  28540653  28830648   8965877  11643557   25806556   28535838  11542592   4639761   4175898  13902751
          524288    4096   2790384   5088884   4735816  25123997  26957137    460785   2804397   23931350   20049298   5745748   7627107   5455756  25766037
          524288    8192   4086546  13058580   4269659   4928956   5081981   9093832   3578342   22314732    5667982   8101359   9230564   3645977   4431363
          524288   16384   2367341   1018715   3539590   4472915   4480096   3202068   3742427   14682687    6021326   4517119   7080859   4199816   4399306

iozone test complete.
Timer resolution is poor. Some small transfers may have 
reported inaccurate results. Sizes 64 kBytes and below.
Excel output is below:

"Writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   681644  5283570  5283570  5283570  7100397 
"128"   864797  5603747  7476717  5325799  7582312  8036304 
"256"   1312954  6554972  8534922  8815202  8271916  8534922  8888172 
"512"   2402629  7758090  8528336  9145790  9145790  7309196  9304292  9304292 
"1024"   3594699  8122014  8970167  9569770  9677584  9855234  9855234  9220512  9946527 
"2048"   2592948  7999524  9179186  8159088  9268323  9944290  10096235  10084382  9664580  3677503 
"4096"   3052133  7802627  8925508  9287391  9818158  9503161  9663524  9614850  9105266  8906998  4032070 
"8192"   2766527  7735533  7036884  9163071  9112041  9916786  9523721  9859872  9928248  9373038  7939297  3266505 
"16384"   2696488  6530527  8051674  8119217  8191806  6841294  8372454  8071534  8359214  7536843  6622411  4665334  2793951 
"32768"   0  0  0  0  4222679  8434525  7300949  8097120  8310089  7846567  6939326  5174892  3940358 
"65536"   0  0  0  0  4558369  8219835  7919771  8876534  8618535  8855087  8626379  6965140  4447013 
"131072"   0  0  0  0  4431413  8137682  8964656  9534637  8667562  9315715  8867629  4318692  5311968 
"262144"   0  0  0  0  4156978  8394768  7076375  6199328  8243834  9439504  8868759  8230628  2599651 
"524288"   0  0  0  0  2002398  245940  5469529  3897299  146889  8752860  2790384  4086546  2367341 

"Re-writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5860307  9318832  15972885  15972885  12902017 
"128"   9129573  12842051  16365173  15881078  18012359  15881078 
"256"   9868433  12812277  15164624  16072608  18575017  17096249  17096249 
"512"   9468384  13109944  16049269  17630404  18229030  17069844  18229030  18385093 
"1024"   9946527  13686709  16219316  18291580  18608584  19020633  18936769  19363647  19629138 
"2048"   7556202  13926483  15510737  18441025  19139540  19311656  19486895  20079056  19893055  17977882 
"4096"   7355007  13381985  16396044  18280235  18966395  18966395  19307438  19888580  19706075  18966395  15112405 
"8192"   8224350  11824513  14395699  15633656  16410184  17104560  18706245  18038447  18162403  16355505  16005052  12679779 
"16384"   7648409  9459231  10995458  10646250  13417040  11018377  13886072  12254254  14320120  7308401  10995458  8932953  11260308 
"32768"   0  0  0  0  11603310  14202925  12881111  13506444  13429896  13308951  12597745  8297546  7515333 
"65536"   0  0  0  0  10039072  13560285  12982592  14810387  14956244  14645466  14100058  11747016  8194106 
"131072"   0  0  0  0  12277417  15729417  16524663  16597501  16616564  17645373  16381864  13088861  9403192 
"262144"   0  0  0  0  12676852  15355277  16942983  17297490  16903911  17642203  17800435  15134405  8651045 
"524288"   0  0  0  0  5557961  4357739  225607  6264259  4736112  13941533  5088884  13058580  1018715 

"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   12310336  20962191  22737791  55857768  20962191 
"128"   12842051  18012359  20804356  25804035  25804035  31945770 
"256"   12812277  11569783  21558614  22940409  25684103  25684103  32730347 
"512"   12499490  17069844  22183443  23139567  24457224  21516644  25624554  29906870 
"1024"   12492426  18291580  22276143  26380939  24998980  25594883  27744245  23240448  29256135 
"2048"   10713237  18600754  23228237  26944106  23291219  26284531  25888448  27286464  25966707  28844090 
"4096"   11378861  17498237  22259318  26077293  24237769  25610798  25308964  25572675  26236590  26438471  27148727 
"8192"   6167822  13657548  19143987  21173045  21544780  19874841  23472881  21558298  21004779  19647544  15605254  13105371 
"16384"   10001662  12225912  16273416  15562160  12165310  13979290  16926789  12771224  12941994  4607158  7731883  5472251  5402132 
"32768"   0  0  0  0  17430861  19174480  20191402  16718428  15406562  10392512  5453103  5149685  4592656 
"65536"   0  0  0  0  19470299  22214500  23735646  23668202  20422130  11258656  9586711  5206237  4378096 
"131072"   0  0  0  0  21664565  24503502  26063664  25913780  25435400  25695761  13562896  4874205  4480932 
"262144"   0  0  0  0  22426744  18736521  28425986  27392051  26346458  24501757  19256972  4736277  4390358 
"524288"   0  0  0  0  19797143  20669880  5175538  24250151  24764666  27810811  4735816  4269659  3539590 

"Re-Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   12902017  20962191  30484297  64000000  64000000 
"128"   12842051  18012359  20804356  25804035  31945770  31945770 
"256"   12812277  18259146  21558614  25684103  22940409  25684103  31762157 
"512"   12499490  17630404  21303197  24457224  25624554  24181823  26908901  30329249 
"1024"   12639479  18291580  22748081  26219889  25594883  25594883  26876184  27566176  29256135 
"2048"   12118884  17501701  23291219  27286464  25580074  26284531  26610232  27726845  29236787  29236787 
"4096"   11948672  18800352  23540333  27321427  26236590  26602226  26935898  27673504  27673504  28034773  28265396 
"8192"   12082308  13539152  22697588  24320215  24598796  23897344  25286719  24616419  24234447  24389267  18747070  15117763 
"16384"   10196061  14407185  19856496  18204771  19765118  16872760  20248500  15937517  15708006  7023080  8208441  5565318  5589764 
"32768"   0  0  0  0  17723068  24640326  20440649  17994560  18480912  10201212  6954073  5638103  4859452 
"65536"   0  0  0  0  21962461  23727450  26276934  26109705  23346563  12882804  15453165  6200746  4243134 
"131072"   0  0  0  0  23858024  24815411  26754964  28519030  28675223  27976248  20485906  5090387  4603710 
"262144"   0  0  0  0  24136548  26994595  28590077  29354905  29208301  29556918  23359667  3543008  4567770 
"524288"   0  0  0  0  19832495  21026221  23266442  24714289  30070959  28540653  25123997  4928956  4472915 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   9318832  12902017  15972885  20962191  30484297 
"128"   8548124  14200794  21643049  21643049  20804356  24620673 
"256"   9518507  15164624  21134280  21134280  21134280  28401588  31762157 
"512"   8265729  14240069  19736867  25624554  26908901  28328790  28707488  23391616 
"1024"   7644933  14230902  20088179  25594883  22748081  23754601  24430194  30075602  24998980 
"2048"   8903279  13467949  18441025  25656476  25966707  25278959  28089517  29640323  29236787  28844090 
"4096"   8752710  13658603  18862276  25271734  26077293  27321427  27321427  29276929  26978196  28642390  26602226 
"8192"   8127085  12468128  17138687  23078725  24234447  23001477  26868615  25361377  23472881  21056268  14578944  11523131 
"16384"   5121513  9443632  14865318  15516480  18326143  13654307  11100247  16668133  14936400  6829736  7096329  4561287  4625765 
"32768"   0  0  0  0  15929769  20699243  21388594  20179544  17926494  9694634  7863627  5524783  4936423 
"65536"   0  0  0  0  16554117  20385780  23239974  24453576  22200147  8749947  15134943  5604285  4359210 
"131072"   0  0  0  0  16834341  21582914  24650731  26908180  26930589  27317322  5105610  5039848  4627932 
"262144"   0  0  0  0  16848220  19573386  24453803  27719382  28109139  28392220  24458699  5149893  4345950 
"524288"   0  0  0  0  15673744  17960622  22996127  24597078  27080964  28830648  26957137  5081981  4480096 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   6421025  9006179  9006179  12902017  5389653 
"128"   6727225  9795896  11470204  14200794  16365173  18012359 
"256"   7120034  9868433  12812277  16072608  17096249  12090911  19591792 
"512"   7115451  10434519  13783088  16543832  17069844  17069844  17630404  18229030 
"1024"   7420395  10557785  13863422  17331995  17331995  18291580  19020633  20869039  19719260 
"2048"   7670915  10945301  14321195  18284015  16001943  18804350  19139540  19665344  19893055  20316506 
"4096"   7670249  11409087  14378797  17444932  18516667  19796907  20678564  19135397  20481345  19593701  19504720 
"8192"   7543623  10822627  14425919  16927599  18415496  17469818  18880992  19143987  18829258  19006322  17434361  14920815 
"16384"   5432453  7941872  12373403  12669973  15210808  13287327  15618752  14826830  16143437  10536878  13506702  10284566  11571262 
"32768"   0  0  0  0  10999687  14038986  11912053  14720125  14680816  14641717  14118304  11690161  9757958 
"65536"   0  0  0  0  12348621  13347601  14524741  15220424  15163330  15017527  15757005  13884962  9729225 
"131072"   0  0  0  0  12785076  15440061  16363822  17142474  17522764  17698202  14555816  14702574  10460619 
"262144"   0  0  0  0  13400049  14953278  15300574  17343328  17562735  16533809  16524366  16421943  10229175 
"524288"   0  0  0  0  6737104  6771563  5061721  306705  9476350  8965877  460785  9093832  3202068 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   5735102  9318832  1163036  12902017  7100397 
"128"   7476717  10567140  14200794  15881078  15881078  21643049 
"256"   7518900  11695808  14164395  16072608  18259146  19591792  19955913 
"512"   8140399  12215097  15930214  19037014  20490142  19037014  20490142  20490142 
"1024"   7811791  11645609  17331995  21823389  21282686  23366889  23754601  24292018  23754601 
"2048"   8713618  13038646  17791701  22796721  22498183  24697509  24984852  25278959  25580074  24142206 
"4096"   8240513  12997272  17427236  22002745  22760651  24977794  23834258  26236590  26116935  25572675  20481345 
"8192"   7387910  12137794  15879308  18655463  20738544  20478973  22563442  21450628  21212259  15748303  11412140  9439992 
"16384"   7025952  8636565  13419661  14272533  15356974  15087246  17319264  15650766  14643580  1908195  7447807  4629505  5184886 
"32768"   0  0  0  0  16175367  19448525  19448525  18409125  14550262  8487131  5923376  4697192  4528495 
"65536"   0  0  0  0  16181847  18945591  22185812  23448132  21311990  11692053  9336947  5023096  4346183 
"131072"   0  0  0  0  17086530  21028952  24367738  23701677  8472144  24918894  14087703  4762437  4318523 
"262144"   0  0  0  0  17958597  15115264  25791481  27134495  25707660  21808867  20001737  4998920  4041255 
"524288"   0  0  0  0  6344230  5996319  7226668  8751571  17678910  11643557  2804397  3578342  3742427 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   7100397  10821524  12902017  12902017  12902017 
"128"   7917784  11470204  14200794  18012359  15881078  14200794 
"256"   8534922  12812277  17096249  19591792  22940409  21558614  16072608 
"512"   8665997  13109944  17630404  21303197  21303197  20490142  21303197  18869737 
"1024"   8680108  13142265  18689559  23366889  22869206  22276143  22276143  22748081  18936769 
"2048"   8357547  13489098  18804350  23291219  25278959  22264924  23546602  24697509  23546602  19893055 
"4096"   8660056  13247835  18536646  23128348  24833373  23702723  24690613  24833373  24375326  21807241  19050521 
"8192"   8846925  13130412  18000647  22697588  24098471  22894195  23748688  23814529  24098471  21504328  18584829  13951461 
"16384"   8208441  12740443  17616739  21087319  19810702  22628868  23706134  23681625  22378321  15860271  16651977  10330950  11959937 
"32768"   0  0  0  0  23208960  23193293  24309104  23256086  23240356  21405250  18296393  12526557  8614266 
"65536"   0  0  0  0  24777602  24129441  25470983  25539614  25689990  25718834  24042908  16995252  8894629 
"131072"   0  0  0  0  24772919  25081467  26732847  23096261  26902913  26721153  24837835  16003694  11083383 
